#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        1170     1.72461     1.78406  0.00793635
        1171     1.72416     1.78401  0.00792973
        1172     1.72369     1.78396  0.00792314
        1173     1.72322     1.78391  0.00791655
        1174     1.72272     1.78385  0.00790998
        1175     1.72221      1.7838  0.00790342
        1176     1.72167     1.78375  0.00789688
        1177      1.7211     1.78369  0.00789035
        1178     1.72049     1.78364  0.00788383
        1179     1.71984     1.78359  0.00787733
        1180     1.71916     1.78353  0.00787084
        1181     1.71842     1.78348  0.00786437
        1182     1.71762     1.78342  0.00785792
        1183     1.71676     1.78336  0.00785148
        1184     1.71584     1.78331  0.00784505
        1185     1.71484     1.78325  0.00783864
        1186     1.71376     1.78319  0.00783225
        1187     1.71259     1.78313  0.00782588
        1188     1.71134     1.78307  0.00781953
        1189     1.70999     1.78301  0.00781319
        1190     1.70854     1.78295  0.00780688
        1191     1.70698     1.78288  0.00780058
        1192     1.70531     1.78282  0.00779431
        1193     1.70353     1.78275  0.00778806
        1194     1.70163     1.78268  0.00778183
        1195     1.69961     1.78261  0.00777563
        1196     1.69747     1.78254  0.00776946
        1197     1.69521     1.78247  0.00776331
        1198     1.69284      1.7824  0.00775719
        1199     1.69034     1.78232   0.0077511
        1200     1.68773     1.78224  0.00774504
        1201     1.68502     1.78216  0.00773901
        1202      1.6822     1.78208  0.00773302
        1203     1.67929     1.78199  0.00772707
        1204      1.6763      1.7819  0.00772115
        1205     1.67324     1.78181  0.00771527
        1206     1.67013     1.78172  0.00770942
        1207     1.66697     1.78163  0.00770362
        1208     1.66378     1.78153  0.00769786
        1209     1.66058     1.78143  0.00769215
        1210     1.65737     1.78132  0.00768647
        1211     1.65419     1.78122  0.00768084
        1212     1.65103     1.78111  0.00767526
        1213     1.64792       1.781  0.00766971
        1214     1.64487     1.78089  0.00766422
        1215     1.64189     1.78078  0.00765876
        1216     1.63899     1.78066  0.00765335
        1217     1.63618     1.78054  0.00764798
        1218     1.63348     1.78042  0.00764266
        1219     1.63087      1.7803  0.00763737
        1220     1.62838     1.78017  0.00763213
        1221       1.626     1.78005  0.00762692
        1222     1.62373     1.77992  0.00762175
        1223     1.62158     1.77979  0.00761662
        1224     1.61954     1.77966  0.00761152
        1225     1.61761     1.77953  0.00760646
        1226     1.61579     1.77939  0.00760143
        1227     1.61407     1.77926  0.00759643
        1228     1.61246     1.77912  0.00759145
        1229     1.61095     1.77899  0.00758651
        1230     1.60953     1.77885  0.00758159
        1231      1.6082     1.77871   0.0075767
        1232     1.60696     1.77857  0.00757183
        1233     1.60581     1.77843  0.00756699
        1234     1.60474     1.77829  0.00756217
        1235     1.60375     1.77815  0.00755736
        1236     1.60286     1.77801  0.00755258
        1237     1.60205     1.77786  0.00754781
        1238     1.60133     1.77772  0.00754306
        1239     1.60072     1.77758  0.00753833
        1240     1.60021     1.77743  0.00753361
        1241     1.59981     1.77729  0.00752889
        1242     1.59953     1.77715  0.00752419
        1243     1.59938     1.77701   0.0075195
        1244     1.59937     1.77686  0.00751481
        1245     1.59949     1.77672  0.00751012
        1246     1.59977     1.77658  0.00750544
        1247      1.6002     1.77644  0.00750075
        1248     1.60078      1.7763  0.00749606
        1249     1.60152     1.77616  0.00749137
        1250     1.60241     1.77602  0.00748666
        1251     1.60345     1.77588  0.00748195
        1252     1.60464     1.77574  0.00747722
        1253     1.60596     1.77561  0.00747248
        1254      1.6074     1.77547  0.00746773
        1255     1.60896     1.77534  0.00746296
        1256     1.61061     1.77521  0.00745817
        1257     1.61234     1.77508  0.00745336
        1258     1.61413     1.77495  0.00744853
        1259     1.61596     1.77482  0.00744369
        1260     1.61782      1.7747  0.00743882
        1261     1.61967     1.77458  0.00743394
        1262     1.62151     1.77446  0.00742904
        1263     1.62331     1.77434  0.00742412
        1264     1.62506     1.77422  0.00741919
        1265     1.62673      1.7741  0.00741424
        1266     1.62833     1.77399  0.00740927
        1267     1.62982     1.77387   0.0074043
        1268     1.63121     1.77376  0.00739932
        1269     1.63249     1.77365  0.00739432
        1270     1.63366     1.77354  0.00738932
        1271      1.6347     1.77343  0.00738431
        1272     1.63562     1.77332   0.0073793
        1273     1.63642     1.77321  0.00737429
        1274      1.6371     1.77311  0.00736928
        1275     1.63767       1.773  0.00736426
        1276     1.63813     1.77289  0.00735925
        1277     1.63849     1.77279  0.00735424
        1278     1.63877     1.77268  0.00734923
        1279     1.63898     1.77258  0.00734423
        1280     1.63912     1.77248  0.00733923
        1281     1.63921     1.77237  0.00733424
        1282     1.63926     1.77227  0.00732925
        1283     1.63928     1.77216  0.00732427
        1284     1.63929     1.77206   0.0073193
        1285      1.6393     1.77196  0.00731433
        1286     1.63933     1.77185  0.00730937
        1287     1.63938     1.77175  0.00730442
        1288     1.63947     1.77165  0.00729947
        1289     1.63961     1.77155  0.00729453
        1290      1.6398     1.77144  0.00728959
        1291     1.64006     1.77134  0.00728465
        1292      1.6404     1.77124  0.00727972
        1293     1.64082     1.77114  0.00727479
        1294     1.64134     1.77104  0.00726986
        1295     1.64194     1.77094  0.00726492
        1296     1.64265     1.77084  0.00725999
        1297     1.64345     1.77074  0.00725506
        1298     1.64435     1.77065  0.00725012
        1299     1.64536     1.77055  0.00724518
        1300     1.64647     1.77045  0.00724024
        1301     1.64767     1.77036  0.00723529
        1302     1.64897     1.77027  0.00723033
        1303     1.65037     1.77017  0.00722537
        1304     1.65187     1.77008   0.0072204
        1305     1.65344     1.76999  0.00721542
        1306      1.6551     1.76991  0.00721043
        1307     1.65685     1.76982  0.00720543
        1308     1.65866     1.76973  0.00720042
        1309     1.66055     1.76965  0.00719541
        1310     1.66249     1.76957  0.00719038
        1311      1.6645     1.76949  0.00718534
        1312     1.66656     1.76941  0.00718029
        1313     1.66867     1.76933  0.00717523
        1314     1.67083     1.76926  0.00717017
        1315     1.67302     1.76919  0.00716509
        1316     1.67524     1.76911     0.00716
        1317      1.6775     1.76905   0.0071549
        1318     1.67977     1.76898  0.00714979
        1319     1.68205     1.76891  0.00714467
        1320     1.68435     1.76885  0.00713955
        1321     1.68664     1.76879  0.00713441
        1322     1.68893     1.76872  0.00712927
        1323     1.69121     1.76867  0.00712413
        1324     1.69347     1.76861  0.00711897
        1325     1.69571     1.76855  0.00711381
        1326     1.69791      1.7685  0.00710865
        1327     1.70007     1.76845  0.00710348
        1328      1.7022      1.7684   0.0070983
        1329     1.70427     1.76835  0.00709313
        1330      1.7063      1.7683  0.00708795
        1331     1.70827     1.76826  0.00708276
        1332     1.71019     1.76822  0.00707758
        1333     1.71205     1.76817   0.0070724
        1334     1.71387     1.76813  0.00706721
        1335     1.71564     1.76809  0.00706203
        1336     1.71738     1.76806  0.00705684
        1337     1.71909     1.76802  0.00705166
        1338     1.72079     1.76798  0.00704648
        1339     1.72249     1.76795   0.0070413
        1340     1.72421     1.76792  0.00703612
        1341     1.72598     1.76789  0.00703094
        1342      1.7278     1.76786  0.00702577
        1343     1.72971     1.76783  0.00702059
        1344     1.73172      1.7678  0.00701542
        1345     1.73386     1.76778  0.00701025
        1346     1.73616     1.76775  0.00700508
        1347     1.73862     1.76773  0.00699991
        1348     1.74129     1.76771  0.00699475
        1349     1.74415     1.76769  0.00698958
        1350     1.74724     1.76768  0.00698442
        1351     1.75056     1.76767  0.00697926
        1352     1.75412     1.76766  0.00697411
        1353      1.7579     1.76765  0.00696896
        1354     1.76191     1.76764  0.00696381
        1355     1.76613     1.76764  0.00695867
        1356     1.77055     1.76765  0.00695354
        1357     1.77515     1.76765  0.00694842
        1358      1.7799     1.76766  0.00694331
        1359     1.78478     1.76767  0.00693821
        1360     1.78975     1.76769  0.00693313
        1361     1.79478     1.76771  0.00692806
        1362     1.79984     1.76773  0.00692302
        1363     1.80489     1.76776  0.00691799
        1364     1.80989     1.76779  0.00691299
        1365     1.81481     1.76782  0.00690801
        1366     1.81962     1.76786  0.00690306
        1367     1.82427      1.7679  0.00689813
        1368     1.82875     1.76795  0.00689323
        1369     1.83302       1.768  0.00688836
        1370     1.83706     1.76805  0.00688352
        1371     1.84083      1.7681   0.0068787
        1372     1.84433     1.76815  0.00687391
        1373     1.84753     1.76821  0.00686915
        1374     1.85041     1.76827  0.00686441
        1375     1.85295     1.76833  0.00685969
        1376     1.85515      1.7684    0.006855
        1377     1.85697     1.76846  0.00685032
        1378     1.85843     1.76853  0.00684566
        1379      1.8595     1.76859  0.00684102
        1380     1.86017     1.76866  0.00683638
        1381     1.86043     1.76873  0.00683175
        1382     1.86028     1.76879  0.00682713
        1383     1.85972     1.76886  0.00682251
        1384     1.85872     1.76892  0.00681789
        1385      1.8573     1.76899  0.00681327
        1386     1.85545     1.76905  0.00680864
        1387     1.85315     1.76911    0.006804
        1388     1.85042     1.76917  0.00679935
        1389     1.84725     1.76922  0.00679468
        1390     1.84365     1.76928  0.00679001
        1391      1.8396     1.76933  0.00678531
        1392     1.83513     1.76938   0.0067806
        1393     1.83023     1.76942  0.00677588
        1394     1.82492     1.76946  0.00677113
        1395     1.81921     1.76949  0.00676637
        1396      1.8131     1.76953   0.0067616
        1397     1.80662     1.76955  0.00675681
        1398     1.79978     1.76957  0.00675201
        1399      1.7926     1.76959  0.00674721
        1400     1.78512      1.7696   0.0067424
        1401     1.77735     1.76961  0.00673759
        1402     1.76933     1.76961  0.00673278
        1403      1.7611      1.7696  0.00672798
        1404     1.75268     1.76959   0.0067232
        1405     1.74412     1.76957  0.00671844
        1406     1.73547     1.76955  0.00671371
        1407     1.72677     1.76952    0.006709
        1408     1.71808     1.76948  0.00670434
        1409     1.70945     1.76944  0.00669972
        1410     1.70095     1.76939  0.00669514
        1411     1.69263     1.76933  0.00669062
        1412     1.68457     1.76927  0.00668615
        1413     1.67682     1.76921  0.00668174
        1414     1.66945     1.76914  0.00667738
        1415     1.66253     1.76906  0.00667309
        1416     1.65612     1.76898  0.00666885
        1417     1.65029      1.7689  0.00666467
        1418     1.64507     1.76881  0.00666054
        1419     1.64052     1.76872  0.00665646
        1420     1.63669     1.76863  0.00665243
        1421     1.63361     1.76853  0.00664842
        1422     1.63129     1.76844  0.00664445
        1423     1.62976     1.76834  0.00664049
        1424     1.62901     1.76824  0.00663655
        1425     1.62904     1.76814  0.00663261
        1426     1.62984     1.76805  0.00662867
        1427     1.63138     1.76795  0.00662472
        1428     1.63363     1.76786  0.00662075
        1429     1.63654     1.76777  0.00661675
        1430     1.64007     1.76768  0.00661273
        1431     1.64416     1.76759  0.00660867
        1432     1.64877     1.76751  0.00660457
        1433     1.65382     1.76743  0.00660044
        1434     1.65927     1.76735  0.00659627
        1435     1.66505     1.76728  0.00659206
        1436      1.6711     1.76721  0.00658781
        1437     1.67736     1.76715  0.00658352
        1438     1.68377     1.76709   0.0065792
        1439     1.69028     1.76704  0.00657484
        1440     1.69683     1.76699  0.00657046
        1441     1.70338     1.76695  0.00656604
        1442     1.70988     1.76691  0.00656161
        1443     1.71628     1.76687  0.00655716
        1444     1.72253     1.76684  0.00655269
        1445      1.7286     1.76681  0.00654821
        1446     1.73445     1.76679  0.00654372
        1447     1.74004     1.76677  0.00653922
        1448     1.74533     1.76676  0.00653472
        1449      1.7503     1.76675  0.00653022
        1450     1.75492     1.76674  0.00652572
        1451     1.75915     1.76673  0.00652123
        1452     1.76298     1.76673  0.00651674
        1453     1.76639     1.76673  0.00651225
        1454     1.76936     1.76673  0.00650777
        1455     1.77188     1.76674   0.0065033
        1456     1.77393     1.76674  0.00649884
        1457     1.77552     1.76675  0.00649438
        1458     1.77664     1.76675  0.00648993
        1459     1.77729     1.76676  0.00648548
        1460     1.77748     1.76677  0.00648105
        1461     1.77721     1.76678  0.00647661
        1462     1.77649     1.76678  0.00647219
        1463     1.77535     1.76679  0.00646777
        1464     1.77379     1.76679  0.00646335
        1465     1.77183      1.7668  0.00645894
        1466     1.76951      1.7668  0.00645453
        1467     1.76683      1.7668  0.00645013
        1468     1.76383      1.7668  0.00644574
        1469     1.76053     1.76679  0.00644135
        1470     1.75696     1.76679  0.00643698
        1471     1.75313     1.76678  0.00643261
        1472     1.74909     1.76676  0.00642825
        1473     1.74485     1.76675   0.0064239
        1474     1.74043     1.76673  0.00641957
        1475     1.73587     1.76671  0.00641525
        1476     1.73117     1.76669  0.00641095
        1477     1.72636     1.76666  0.00640667
        1478     1.72146     1.76663   0.0064024
        1479     1.71648      1.7666  0.00639816
        1480     1.71145     1.76656  0.00639395
        1481     1.70636     1.76652  0.00638976
        1482     1.70123     1.76647   0.0063856
        1483     1.69606     1.76643  0.00638147
        1484     1.69088     1.76637  0.00637738
        1485     1.68568     1.76632  0.00637331
        1486     1.68048     1.76626  0.00636929
        1487     1.67527      1.7662   0.0063653
        1488     1.67008     1.76614  0.00636135
        1489      1.6649     1.76607  0.00635744
        1490     1.65975       1.766  0.00635357
        1491     1.65462     1.76592  0.00634975
        1492     1.64955     1.76584  0.00634597
        1493     1.64453     1.76576  0.00634224
        1494     1.63957     1.76568  0.00633856
        1495      1.6347     1.76559  0.00633492
        1496     1.62992      1.7655  0.00633134
        1497     1.62525     1.76541   0.0063278
        1498     1.62071     1.76531  0.00632432
        1499      1.6163     1.76521  0.00632088
        1500     1.61205     1.76511  0.00631749
        1501     1.60798       1.765  0.00631415
        1502     1.60409      1.7649  0.00631085
        1503      1.6004     1.76479   0.0063076
        1504     1.59693     1.76468   0.0063044
        1505     1.59368     1.76456  0.00630123
        1506     1.59067     1.76445   0.0062981
        1507     1.58789     1.76433  0.00629501
        1508     1.58536     1.76421  0.00629196
        1509     1.58308     1.76409  0.00628893
        1510     1.58106     1.76397  0.00628594
        1511     1.57929     1.76385  0.00628297
        1512     1.57777     1.76372  0.00628002
        1513     1.57648      1.7636  0.00627708
        1514     1.57544     1.76348  0.00627417
        1515     1.57462     1.76335  0.00627126
        1516     1.57402     1.76323  0.00626837
        1517     1.57362      1.7631  0.00626549
        1518     1.57341     1.76298   0.0062626
        1519     1.57338     1.76285  0.00625972
        1520     1.57351     1.76273  0.00625685
        1521     1.57379      1.7626  0.00625397
        1522     1.57418     1.76248  0.00625108
        1523     1.57468     1.76236  0.00624819
        1524     1.57527     1.76223   0.0062453
        1525     1.57592     1.76211   0.0062424
        1526     1.57661     1.76199  0.00623949
        1527     1.57732     1.76187  0.00623658
        1528     1.57804     1.76175  0.00623366
        1529     1.57874     1.76163  0.00623073
        1530     1.57939     1.76151  0.00622779
        1531     1.57998     1.76139  0.00622485
        1532     1.58049     1.76127  0.00622191
        1533      1.5809     1.76116  0.00621897
        1534      1.5812     1.76104  0.00621602
        1535     1.58137     1.76092  0.00621307
        1536      1.5814      1.7608  0.00621012
        1537     1.58129     1.76069  0.00620718
        1538     1.58103     1.76057  0.00620424
        1539     1.58063     1.76045  0.00620132
        1540     1.58008     1.76034  0.00619839
        1541     1.57942     1.76022  0.00619548
        1542     1.57863      1.7601  0.00619259
        1543     1.57776     1.75998   0.0061897
        1544     1.57682     1.75986  0.00618683
        1545     1.57583     1.75975  0.00618397
        1546     1.57483     1.75963  0.00618113
        1547     1.57385     1.75951   0.0061783
        1548     1.57293     1.75939  0.00617548
        1549     1.57209     1.75926  0.00617268
        1550     1.57139     1.75914  0.00616989
        1551     1.57084     1.75902   0.0061671
        1552     1.57048      1.7589  0.00616432
        1553     1.57033     1.75878  0.00616155
        1554     1.57042     1.75866  0.00615878
        1555     1.57076     1.75854    0.006156
        1556     1.57137     1.75842  0.00615322
        1557     1.57225      1.7583  0.00615043
        1558     1.57338     1.75818  0.00614763
        1559     1.57478     1.75806  0.00614481
        1560     1.57641     1.75794  0.00614198
        1561     1.57826     1.75783  0.00613912
        1562     1.58031     1.75772  0.00613624
        1563     1.58254      1.7576  0.00613334
        1564      1.5849     1.75749  0.00613041
        1565     1.58738     1.75738  0.00612746
        1566     1.58994     1.75728  0.00612448
        1567     1.59255     1.75717  0.00612147
        1568     1.59519     1.75707  0.00611844
        1569     1.59784     1.75697  0.00611538
        1570     1.60047     1.75687   0.0061123
        1571     1.60306     1.75677  0.00610919
        1572     1.60561     1.75667  0.00610606
        1573     1.60811     1.75658  0.00610291
        1574     1.61055     1.75649  0.00609974
        1575     1.61292      1.7564  0.00609655
        1576     1.61523     1.75631  0.00609334
        1577     1.61747     1.75622  0.00609011
        1578     1.61966     1.75613  0.00608686
        1579     1.62178     1.75605   0.0060836
        1580     1.62385     1.75596  0.00608033
        1581     1.62587     1.75588  0.00607704
        1582     1.62785      1.7558  0.00607374
        1583     1.62977     1.75572  0.00607042
        1584     1.63166     1.75564  0.00606709
        1585     1.63349     1.75556  0.00606376
        1586     1.63528     1.75549  0.00606041
        1587     1.63701     1.75541  0.00605705
        1588     1.63869     1.75534  0.00605368
        1589     1.64029     1.75527   0.0060503
        1590     1.64182      1.7552  0.00604692
        1591     1.64326     1.75513  0.00604353
        1592      1.6446     1.75506  0.00604013
        1593     1.64585     1.75499  0.00603673
        1594     1.64698     1.75492  0.00603332
        1595     1.64799     1.75485  0.00602991
        1596     1.64887     1.75479   0.0060265
        1597     1.64961     1.75472  0.00602308
        1598     1.65021     1.75466  0.00601967
        1599     1.65066     1.75459  0.00601626
        1600     1.65097     1.75453  0.00601284
        1601     1.65113     1.75446  0.00600944
        1602     1.65115      1.7544  0.00600603
        1603     1.65104     1.75433  0.00600263
        1604      1.6508     1.75427  0.00599923
        1605     1.65045      1.7542  0.00599585
        1606     1.64999     1.75414  0.00599246
        1607     1.64944     1.75407  0.00598909
        1608     1.64881     1.75401  0.00598572
        1609     1.64812     1.75394  0.00598236
        1610     1.64738     1.75388  0.00597901
        1611     1.64661     1.75381  0.00597567
        1612     1.64582     1.75374  0.00597234
        1613     1.64503     1.75367  0.00596902
        1614     1.64425     1.75361  0.00596571
        1615      1.6435     1.75354   0.0059624
        1616     1.64278     1.75347  0.00595911
        1617     1.64211      1.7534  0.00595582
        1618     1.64149     1.75333  0.00595254
        1619     1.64093     1.75326  0.00594927
        1620     1.64043     1.75319    0.005946
        1621        1.64     1.75312  0.00594274
        1622     1.63963     1.75305  0.00593949
        1623     1.63933     1.75298  0.00593625
        1624     1.63908     1.75291  0.00593301
        1625      1.6389     1.75284  0.00592977
        1626     1.63876     1.75277  0.00592654
        1627     1.63867      1.7527  0.00592331
        1628     1.63862     1.75263  0.00592009
        1629      1.6386     1.75256  0.00591687
        1630      1.6386     1.75249  0.00591365
        1631     1.63862     1.75242  0.00591043
        1632     1.63865     1.75235  0.00590722
        1633     1.63869     1.75228  0.00590402
        1634     1.63873     1.75221  0.00590081
        1635     1.63876     1.75214  0.00589761
        1636     1.63879     1.75208  0.00589441
        1637     1.63882     1.75201  0.00589122
        1638     1.63884     1.75194  0.00588803
        1639     1.63885     1.75187  0.00588484
        1640     1.63885      1.7518  0.00588165
        1641     1.63886     1.75173  0.00587847
        1642     1.63886     1.75166  0.00587529
        1643     1.63888     1.75159  0.00587212
        1644      1.6389     1.75152  0.00586895
        1645     1.63895     1.75146  0.00586578
        1646     1.63902     1.75139  0.00586261
        1647     1.63912     1.75132  0.00585945
        1648     1.63925     1.75125  0.00585629
        1649     1.63943     1.75118  0.00585313
        1650     1.63965     1.75112  0.00584997
        1651     1.63993     1.75105  0.00584682
        1652     1.64026     1.75098  0.00584366
        1653     1.64066     1.75091  0.00584051
        1654     1.64113     1.75085  0.00583735
        1655     1.64167     1.75078   0.0058342
        1656     1.64229     1.75072  0.00583105
        1657     1.64299     1.75065  0.00582789
        1658     1.64378     1.75059  0.00582473
        1659     1.64466     1.75052  0.00582157
        1660     1.64563     1.75046   0.0058184
        1661      1.6467      1.7504  0.00581524
        1662     1.64787     1.75034  0.00581207
        1663     1.64915     1.75028  0.00580889
        1664     1.65054     1.75022  0.00580571
        1665     1.65206     1.75016  0.00580252
        1666      1.6537      1.7501  0.00579933
        1667     1.65546     1.75004  0.00579612
        1668     1.65737     1.74999  0.00579292
        1669     1.65941     1.74993   0.0057897
        1670      1.6616     1.74988  0.00578647
        1671     1.66394     1.74983  0.00578324
        1672     1.66644     1.74978     0.00578
        1673     1.66909     1.74973  0.00577674
        1674      1.6719     1.74968  0.00577348
        1675     1.67487     1.74964   0.0057702
        1676     1.67799      1.7496  0.00576692
        1677     1.68127     1.74956  0.00576363
        1678     1.68469     1.74952  0.00576032
        1679     1.68825     1.74948    0.005757
        1680     1.69195     1.74945  0.00575368
        1681     1.69576     1.74941  0.00575035
        1682     1.69968     1.74938    0.005747
        1683     1.70368     1.74936  0.00574365
        1684     1.70775     1.74933  0.00574029
        1685     1.71187     1.74931  0.00573693
        1686     1.71602     1.74929  0.00573356
        1687     1.72016     1.74927  0.00573019
        1688     1.72429     1.74926  0.00572681
        1689     1.72836     1.74925  0.00572344
        1690     1.73236     1.74924  0.00572006
        1691     1.73625     1.74923  0.00571668
        1692     1.74001     1.74922  0.00571331
        1693     1.74361     1.74922  0.00570993
        1694     1.74702     1.74922  0.00570656
        1695     1.75023     1.74922  0.00570319
        1696     1.75319     1.74922  0.00569983
        1697      1.7559     1.74923  0.00569647
        1698     1.75833     1.74923  0.00569312
        1699     1.76047     1.74924  0.00568978
        1700     1.76229     1.74924  0.00568643
        1701     1.76378     1.74925   0.0056831
        1702     1.76493     1.74926  0.00567977
        1703     1.76573     1.74927  0.00567644
        1704     1.76617     1.74928  0.00567312
        1705     1.76626     1.74929   0.0056698
        1706     1.76599      1.7493  0.00566648
        1707     1.76536     1.74931  0.00566317
        1708     1.76437     1.74932  0.00565986
        1709     1.76304     1.74933  0.00565656
        1710     1.76136     1.74934  0.00565325
        1711     1.75936     1.74934  0.00564995
        1712     1.75704     1.74935  0.00564665
        1713     1.75442     1.74935  0.00564336
        1714     1.75151     1.74935  0.00564006
        1715     1.74834     1.74935  0.00563678
        1716     1.74493     1.74935  0.00563349
        1717     1.74129     1.74934  0.00563021
        1718     1.73746     1.74933  0.00562694
        1719     1.73345     1.74933  0.00562367
        1720      1.7293     1.74931  0.00562042
        1721     1.72502      1.7493  0.00561717
        1722     1.72064     1.74928  0.00561393
        1723     1.71619     1.74926  0.00561071
        1724     1.71169     1.74924  0.00560749
        1725     1.70718     1.74922   0.0056043
        1726     1.70266     1.74919  0.00560111
        1727     1.69817     1.74916  0.00559795
        1728     1.69372     1.74913   0.0055948
        1729     1.68934     1.74909  0.00559167
        1730     1.68505     1.74906  0.00558856
        1731     1.68087     1.74902  0.00558547
        1732     1.67681     1.74898   0.0055824
        1733     1.67289     1.74893  0.00557935
        1734     1.66914     1.74889  0.00557633
        1735     1.66555     1.74884  0.00557332
        1736     1.66216     1.74879  0.00557033
        1737     1.65898     1.74874  0.00556737
        1738     1.65603     1.74868  0.00556442
        1739     1.65332     1.74863  0.00556149
        1740     1.65088     1.74857  0.00555858
        1741     1.64873     1.74852  0.00555568
        1742     1.64689     1.74846   0.0055528
        1743     1.64536      1.7484  0.00554993
        1744     1.64418     1.74834  0.00554707
        1745     1.64335     1.74828  0.00554421
        1746     1.64289     1.74822  0.00554137
        1747      1.6428     1.74816  0.00553852
        1748      1.6431      1.7481  0.00553568
        1749     1.64378     1.74804  0.00553284
        1750     1.64483     1.74798  0.00552999
        1751     1.64625     1.74792  0.00552714
        1752     1.64802     1.74786  0.00552428
        1753     1.65012     1.74781  0.00552141
        1754     1.65252     1.74775  0.00551852
        1755      1.6552      1.7477  0.00551563
        1756     1.65812     1.74765  0.00551273
        1757     1.66124      1.7476  0.00550981
        1758     1.66452     1.74755  0.00550688
        1759     1.66792     1.74751  0.00550393
        1760     1.67139     1.74746  0.00550098
        1761     1.67489     1.74742  0.00549801
        1762     1.67838     1.74738  0.00549503
        1763     1.68182     1.74735  0.00549203
        1764     1.68517     1.74731  0.00548903
        1765     1.68841     1.74728  0.00548603
        1766      1.6915     1.74725  0.00548301
        1767     1.69441     1.74722  0.00547999
        1768     1.69713     1.74719  0.00547696
        1769     1.69965     1.74716  0.00547393
        1770     1.70195     1.74714   0.0054709
        1771     1.70403     1.74711  0.00546786
        1772     1.70589     1.74709  0.00546483
        1773     1.70753     1.74707  0.00546179
        1774     1.70897     1.74704  0.00545875
        1775     1.71021     1.74702  0.00545572
        1776     1.71127       1.747  0.00545268
        1777     1.71217     1.74698  0.00544965
        1778     1.71293     1.74697  0.00544662
        1779     1.71358     1.74695  0.00544359
        1780     1.71413     1.74693  0.00544056
        1781     1.71461     1.74691  0.00543754
        1782     1.71504     1.74689  0.00543452
        1783     1.71545     1.74687   0.0054315
        1784     1.71585     1.74686  0.00542848
        1785     1.71626     1.74684  0.00542547
        1786      1.7167     1.74682  0.00542245
        1787     1.71719     1.74681  0.00541945
        1788     1.71774     1.74679  0.00541644
        1789     1.71836     1.74677  0.00541343
        1790     1.71906     1.74676  0.00541043
        1791     1.71984     1.74674  0.00540743
        1792     1.72071     1.74673  0.00540443
        1793     1.72168     1.74672  0.00540144
        1794     1.72275      1.7467  0.00539844
        1795     1.72393     1.74669  0.00539545
        1796     1.72521     1.74668  0.00539246
        1797     1.72661     1.74667  0.00538947
        1798     1.72811     1.74666  0.00538648
        1799     1.72973     1.74665   0.0053835
        1800     1.73146     1.74664  0.00538051
        1801     1.73331     1.74663  0.00537753
        1802     1.73527     1.74662  0.00537455
        1803     1.73735     1.74662  0.00537157
        1804     1.73956     1.74662   0.0053686
        1805     1.74188     1.74661  0.00536562
        1806     1.74433     1.74661  0.00536265
        1807     1.74689     1.74661  0.00535968
        1808     1.74957     1.74661  0.00535672
        1809     1.75237     1.74662  0.00535376
        1810     1.75528     1.74662   0.0053508
        1811      1.7583     1.74663  0.00534785
        1812     1.76142     1.74664  0.00534491
        1813     1.76462     1.74665  0.00534197
        1814     1.76791     1.74666  0.00533904
        1815     1.77127     1.74667  0.00533611
        1816     1.77468     1.74669   0.0053332
        1817     1.77812      1.7467  0.00533029
        1818     1.78159     1.74672  0.00532739
        1819     1.78505     1.74674   0.0053245
        1820      1.7885     1.74677  0.00532163
        1821      1.7919     1.74679  0.00531876
        1822     1.79522     1.74682  0.00531591
        1823     1.79845     1.74685  0.00531307
        1824     1.80156     1.74688  0.00531024
        1825     1.80451     1.74691  0.00530743
        1826     1.80727     1.74694  0.00530462
        1827     1.80983     1.74698  0.00530183
        1828     1.81214     1.74701  0.00529905
        1829     1.81418     1.74705  0.00529628
        1830     1.81591     1.74709  0.00529352
        1831     1.81731     1.74712  0.00529077
        1832     1.81835     1.74716  0.00528802
        1833       1.819      1.7472  0.00528528
        1834     1.81924     1.74724  0.00528255
        1835     1.81905     1.74728  0.00527981
        1836      1.8184     1.74732  0.00527708
        1837     1.81729     1.74736  0.00527435
        1838     1.81569     1.74739  0.00527161
        1839      1.8136     1.74743  0.00526886
        1840     1.81101     1.74746  0.00526611
        1841     1.80792      1.7475  0.00526335
        1842     1.80433     1.74753  0.00526059
        1843     1.80024     1.74756  0.00525781
        1844     1.79567     1.74758  0.00525502
        1845     1.79064     1.74761  0.00525223
        1846     1.78515     1.74763  0.00524942
        1847     1.77922     1.74764  0.00524661
        1848      1.7729     1.74766  0.00524379
        1849     1.76619     1.74767  0.00524096
        1850     1.75913     1.74767  0.00523813
        1851     1.75176     1.74768   0.0052353
        1852      1.7441     1.74767  0.00523247
        1853     1.73621     1.74767  0.00522965
        1854     1.72811     1.74766  0.00522684
        1855     1.71985     1.74764  0.00522405
        1856     1.71147     1.74762  0.00522127
        1857     1.70301      1.7476  0.00521851
        1858     1.69451     1.74757  0.00521578
        1859       1.686     1.74754  0.00521308
        1860     1.67754      1.7475  0.00521042
        1861     1.66916     1.74746  0.00520779
        1862     1.66089     1.74741   0.0052052
        1863     1.65278     1.74736  0.00520265
        1864     1.64486     1.74731  0.00520015
        1865     1.63716     1.74725   0.0051977
        1866     1.62972     1.74718  0.00519529
        1867     1.62257     1.74712  0.00519294
        1868     1.61573     1.74705  0.00519064
