#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.472968   -0.472968           0
           2   -0.471596   -0.472282 0.000485075
           3   -0.470864   -0.471809 0.000503507
           4   -0.472996   -0.472106 0.000456742
           5    -0.47392   -0.472469 0.000488683
           6   -0.471068   -0.472235 0.000459634
           7   -0.474124   -0.472505 0.000466489
           8   -0.473224   -0.472595 0.000416742
           9   -0.472032   -0.472532 0.000375103
          10   -0.470468   -0.472326  0.00039029
          11   -0.473032    -0.47239 0.000360048
          12   -0.472288   -0.472382 0.000330144
          13    -0.47232   -0.472377 0.000304783
          14   -0.472828   -0.472409  0.00028471
          15   -0.470328    -0.47227 0.000297621
          16   -0.474356   -0.472401 0.000306237
          17   -0.472772   -0.472423 0.000289001
          18   -0.471468    -0.47237 0.000277769
          19   -0.472668   -0.472385 0.000263593
          20   -0.472512   -0.472392  0.00025049
