#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.543064   -0.543064           0
           2    -0.53898   -0.541022  0.00144391
           3   -0.541376    -0.54114 0.000967418
           4   -0.543072   -0.541623 0.000837501
           5    -0.54168   -0.541634 0.000670079
           6   -0.539844   -0.541336 0.000621298
           7   -0.541708   -0.541389 0.000534809
           8   -0.540764   -0.541311 0.000473633
           9   -0.539944   -0.541159 0.000444695
          10   -0.539936   -0.541037 0.000416707
          11    -0.53914   -0.540864 0.000412964
          12   -0.542024   -0.540961 0.000389693
          13   -0.540356   -0.540914 0.000362485
          14   -0.543392   -0.541091 0.000377326
          15   -0.540408   -0.541046 0.000354911
          16   -0.542184   -0.541117 0.000339783
          17   -0.541908   -0.541164 0.000322966
          18   -0.542624   -0.541245  0.00031505
          19   -0.544548   -0.541419 0.000343103
          20   -0.539976   -0.541346 0.000333443
