#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.483108   -0.483108           0
           2   -0.481392    -0.48225 0.000606698
           3   -0.482124   -0.482208 0.000405916
           4   -0.484096    -0.48268 0.000509676
           5    -0.48328     -0.4828 0.000421631
           6   -0.480424   -0.482404 0.000504116
           7    -0.48524   -0.482809 0.000572191
           8   -0.482736     -0.4828  0.00050074
           9   -0.481976   -0.482708 0.000453395
          10   -0.481212   -0.482559 0.000432046
          11   -0.482508   -0.482554 0.000392793
          12   -0.483064   -0.482597 0.000362351
          13   -0.482956   -0.482624  0.00033553
          14   -0.483452   -0.482683  0.00031673
          15   -0.480896   -0.482564 0.000317239
          16   -0.483756   -0.482639 0.000306031
          17    -0.48258   -0.482635 0.000288048
          18   -0.481776   -0.482588 0.000275973
          19   -0.483392    -0.48263 0.000264676
          20   -0.483428    -0.48267 0.000254433
