#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.84546    -0.84546           0
           2   -0.845664   -0.845562 7.21249e-05
           3   -0.848068   -0.846397  0.00068374
           4   -0.848696   -0.846972 0.000714598
           5   -0.847436   -0.847065 0.000577672
           6     -0.8545   -0.848304   0.0012294
           7   -0.846908   -0.848105  0.00106982
           8   -0.843196   -0.847491  0.00109804
           9   -0.848692   -0.847624 0.000984108
          10    -0.84866   -0.847728 0.000891129
          11   -0.847844   -0.847739  0.00081018
          12    -0.84742   -0.847712   0.0007431
          13   -0.847888   -0.847726 0.000686061
          14   -0.847436   -0.847705 0.000637369
          15   -0.846148   -0.847601 0.000603269
          16   -0.850792   -0.847801 0.000597621
          17   -0.854116   -0.848172 0.000668029
          18    -0.84406   -0.847944 0.000668837
          19   -0.851908   -0.848152 0.000665386
          20    -0.84424   -0.847957 0.000660244
