#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.893404   -0.893404           0
           2   -0.892828   -0.893116 0.000203647
           3   -0.889512   -0.891915 0.000990236
           4    -0.88708   -0.890706  0.00128344
           5   -0.894028    -0.89137  0.00118632
           6    -0.89506   -0.891985  0.00113686
           7   -0.889792   -0.891672  0.00101672
           8      -0.891   -0.891588  0.00089309
           9    -0.89488   -0.891954 0.000865527
          10   -0.896644   -0.892423 0.000897098
          11   -0.890256   -0.892226 0.000836891
          12   -0.896416   -0.892575 0.000836831
          13   -0.888028   -0.892225  0.00084239
          14   -0.889188   -0.892008 0.000809673
          15   -0.892172   -0.892019 0.000755769
          16   -0.889796    -0.89188 0.000721193
          17   -0.888736   -0.891695 0.000702086
          18   -0.894828   -0.891869 0.000684313
          19    -0.89786   -0.892185 0.000717265
          20   -0.893384   -0.892245 0.000683904
