#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
          53    -0.26723   -0.251647  0.00665117
          54   -0.225634   -0.251165  0.00654542
          55   -0.284706   -0.251775  0.00645476
          56   -0.264175   -0.251997  0.00634329
          57   -0.303533   -0.252901  0.00629611
          58   -0.260813   -0.253037  0.00618904
          59   -0.310029   -0.254003  0.00615906
          60   -0.260927   -0.254119  0.00605749
          61   -0.245713   -0.253981  0.00595975
          62   -0.285381   -0.254487  0.00588511
          63   -0.298576   -0.255187  0.00583315
          64   -0.334822   -0.256431  0.00587322
          65   -0.270836   -0.256653  0.00578704
          66   -0.290996   -0.257173  0.00572271
          67   -0.302613   -0.257852  0.00567734
          68   -0.315624   -0.258701  0.00565706
          69   -0.286544   -0.259105  0.00558945
          70   -0.260229   -0.259121  0.00550962
          71   -0.280159   -0.259417  0.00543998
          72   -0.286966     -0.2598  0.00537787
          73   -0.276632    -0.26003  0.00530914
          74   -0.256682   -0.259985  0.00523759
          75   -0.266864   -0.260077  0.00516855
          76   -0.271645   -0.260229  0.00510279
          77   -0.258119   -0.260202  0.00503659
          78   -0.275794   -0.260402  0.00497599
          79   -0.273422   -0.260566  0.00491573
          80    -0.30706   -0.261147  0.00488851
          81   -0.313383   -0.261792  0.00487051
          82   -0.295695   -0.262206  0.00482863
          83   -0.248638   -0.262042  0.00477322
          84   -0.312559   -0.262644  0.00475413
          85   -0.289384   -0.262958   0.0047086
          86   -0.326373   -0.263696  0.00471123
          87   -0.284175   -0.263931  0.00466296
          88   -0.307872    -0.26443  0.00463663
          89   -0.310706    -0.26495  0.00461359
          90   -0.296494   -0.265301  0.00457562
          91   -0.271189   -0.265366   0.0045258
          92   -0.306625   -0.265814  0.00449877
          93   -0.332993   -0.266536  0.00450802
          94   -0.330443   -0.267216  0.00451103
          95    -0.29796    -0.26754  0.00447514
          96   -0.297243   -0.267849  0.00443921
          97   -0.327977   -0.268469  0.00443651
          98   -0.331513   -0.269112  0.00443764
          99   -0.288053   -0.269304  0.00439693
         100   -0.276937    -0.26938  0.00435363
         101   -0.304863   -0.269731  0.00432467
         102   -0.274483   -0.269778  0.00428253
         103   -0.275782   -0.269836  0.00424134
         104   -0.280983   -0.269943  0.00420192
         105   -0.344472   -0.270653  0.00422142
         106   -0.349781     -0.2714  0.00424709
         107   -0.334199   -0.271987  0.00424775
         108    -0.33257   -0.272548   0.0042453
         109   -0.346823   -0.273229  0.00426069
         110   -0.262402   -0.273131  0.00422309
         111   -0.282038   -0.273211  0.00418581
         112   -0.289183   -0.273353  0.00415087
         113   -0.334807   -0.273897  0.00414961
         114   -0.300068   -0.274127  0.00411955
         115    -0.30517   -0.274397  0.00409256
         116   -0.311166   -0.274714  0.00406954
         117   -0.286651   -0.274816  0.00403604
         118   -0.282346    -0.27488  0.00400234
         119   -0.309306   -0.275169  0.00397914
         120    -0.28723   -0.275269  0.00394725
         121   -0.307866   -0.275539  0.00392381
         122   -0.302814   -0.275762  0.00389802
         123   -0.275368   -0.275759  0.00386633
         124   -0.245683   -0.275517  0.00384275
         125   -0.285155   -0.275594  0.00381278
         126   -0.272718   -0.275571  0.00378259
         127    -0.27125   -0.275537  0.00375295
         128   -0.301504    -0.27574  0.00372911
         129   -0.310286   -0.276008  0.00370981
         130   -0.276422   -0.276011  0.00368127
         131   -0.287191   -0.276096  0.00365416
         132   -0.290334   -0.276204  0.00362807
         133   -0.337764   -0.276667   0.0036302
         134   -0.358631   -0.277279  0.00365427
         135    -0.28688    -0.27735   0.0036279
         136   -0.308024   -0.277575  0.00360823
         137   -0.254041   -0.277403  0.00358598
         138   -0.268639    -0.27734  0.00356055
         139   -0.280951   -0.277366  0.00353503
         140   -0.300015   -0.277528  0.00351348
         141   -0.307527    -0.27774    0.003495
         142   -0.310785   -0.277973  0.00347813
         143   -0.264654    -0.27788  0.00345505
         144   -0.289713   -0.277962  0.00343203
         145   -0.282801   -0.277996  0.00340853
         146    -0.27187   -0.277954  0.00338544
         147   -0.313618   -0.278196  0.00337109
         148   -0.315285   -0.278447  0.00335761
         149   -0.275152   -0.278425  0.00333515
         150   -0.239319   -0.278164  0.00332309
         151    -0.23125   -0.277853  0.00331558
         152    -0.18547   -0.277245  0.00334901
         153   -0.230797   -0.276942  0.00334085
         154   -0.270357   -0.276899  0.00331943
         155   -0.281709    -0.27693  0.00329816
         156   -0.292189   -0.277028  0.00327847
         157   -0.283389   -0.277068  0.00325784
         158   -0.275113   -0.277056  0.00323724
         159   -0.277757   -0.277061  0.00321688
         160   -0.268035   -0.277004  0.00319727
         161   -0.262328   -0.276913  0.00317871
         162   -0.309357   -0.277113  0.00316539
         163   -0.348316    -0.27755  0.00317597
         164   -0.313461   -0.277769  0.00316415
         165   -0.285248   -0.277814  0.00314529
         166   -0.293714    -0.27791   0.0031278
         167   -0.325743   -0.278197  0.00312216
         168   -0.309065    -0.27838  0.00310898
         169   -0.252163   -0.278225  0.00309445
         170   -0.265669   -0.278151  0.00307713
         171   -0.281231   -0.278169  0.00305919
         172   -0.306403   -0.278333   0.0030458
         173   -0.320908    -0.27858  0.00303812
         174   -0.328211   -0.278865  0.00303402
         175   -0.327219   -0.279141  0.00302924
         176   -0.297607   -0.279246  0.00301385
         177   -0.270694   -0.279198  0.00299721
         178    -0.26819   -0.279136  0.00298101
         179   -0.249511    -0.27897  0.00296894
         180   -0.315916   -0.279176  0.00295954
         181   -0.324956   -0.279429  0.00295397
         182   -0.337409   -0.279747  0.00295487
         183   -0.272429   -0.279707  0.00293899
         184   -0.245524   -0.279521  0.00292889
         185   -0.291047   -0.279584  0.00291372
         186   -0.290769   -0.279644  0.00289867
         187   -0.295863   -0.279731  0.00288447
         188   -0.275337   -0.279707  0.00286922
         189    -0.24338   -0.279515  0.00286047
         190   -0.240839   -0.279311  0.00285265
         191   -0.238075   -0.279095  0.00284587
         192   -0.211467   -0.278743  0.00285277
         193   -0.217939   -0.278428  0.00285533
         194    -0.27728   -0.278422  0.00284061
         195   -0.290509   -0.278484  0.00282672
         196   -0.264327   -0.278412  0.00281322
         197   -0.248292   -0.278259   0.0028031
         198   -0.267639   -0.278206  0.00278945
         199   -0.306449   -0.278347  0.00277904
         200    -0.31849   -0.278548  0.00277239
         201   -0.270205   -0.278507   0.0027589
         202   -0.270753   -0.278468  0.00274551
         203   -0.285128   -0.278501  0.00273218
         204   -0.301735   -0.278615  0.00272116
         205   -0.255711   -0.278503  0.00271018
         206   -0.258863   -0.278408   0.0026987
         207   -0.256934   -0.278304  0.00268766
         208   -0.281342   -0.278319  0.00267478
         209   -0.257767    -0.27822  0.00266379
         210   -0.243079   -0.278053  0.00265635
         211   -0.268411   -0.278007  0.00264416
         212   -0.280454   -0.278019  0.00263171
         213   -0.251686   -0.277895  0.00262226
         214   -0.295422   -0.277977  0.00261128
         215   -0.282397   -0.277998  0.00259922
         216   -0.214634   -0.277704  0.00260368
         217   -0.260259   -0.277624  0.00259293
         218    -0.25626   -0.277526  0.00258288
         219   -0.252155    -0.27741  0.00257369
         220   -0.249552   -0.277284   0.0025651
         221   -0.255909   -0.277187  0.00255532
         222   -0.258341   -0.277102  0.00254522
         223   -0.264786   -0.277047   0.0025344
         224   -0.262045    -0.27698  0.00252397
         225   -0.281662   -0.277001  0.00251284
         226   -0.256541    -0.27691  0.00250335
         227   -0.265203   -0.276858  0.00249286
         228   -0.250641   -0.276743  0.00248457
         229   -0.268019   -0.276705  0.00247402
         230   -0.283571   -0.276735  0.00246344
         231   -0.238781   -0.276571  0.00245825
         232   -0.267309   -0.276531  0.00244798
         233   -0.277768   -0.276536  0.00243748
         234   -0.292166   -0.276603  0.00242797
         235   -0.294892   -0.276681  0.00241889
         236   -0.302627   -0.276791  0.00241114
         237   -0.305884   -0.276914  0.00240409
         238   -0.299803    -0.27701  0.00239591
         239    -0.26694   -0.276968  0.00238625
         240   -0.283736   -0.276996  0.00237648
         241   -0.276321   -0.276993  0.00236662
         242   -0.269414   -0.276962  0.00235705
         243    -0.33407   -0.277197  0.00235903
         244   -0.336895   -0.277441  0.00236202
         245   -0.345695    -0.27772  0.00236875
         246   -0.346735   -0.278001  0.00237568
         247    -0.33622   -0.278236  0.00237772
         248   -0.297713   -0.278315  0.00236943
         249   -0.260878   -0.278245  0.00236095
         250   -0.254685   -0.278151  0.00235339
