#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1     5.12379     5.12379           0
           2     5.17319     5.14849   0.0174648
           3     5.25199     5.18299   0.0304822
           4     5.32465     5.21841   0.0382535
           5     5.32029     5.23878   0.0356189
           6     5.29677     5.24845   0.0309659
           7     5.31776     5.25835   0.0280807
           8     5.35515     5.27045   0.0270525
           9     5.32481     5.27649   0.0247118
          10     5.33189     5.28203   0.0228532
          11     5.30433     5.28406   0.0208654
          12     5.31671     5.28678   0.0193031
          13     5.33153     5.29022   0.0181226
          14     5.31066     5.29168   0.0168868
          15     5.33137     5.29433    0.015967
          16     5.35523     5.29813   0.0154162
          17     5.34725     5.30102   0.0147776
          18     5.34972     5.30373   0.0142021
          19     5.29265     5.30314   0.0134666
          20      5.3278     5.30438   0.0128496
          21     5.34925     5.30651   0.0124141
          22      5.3805     5.30988   0.0122969
          23     5.41705     5.31454   0.0126143
          24     5.38037     5.31728   0.0123834
          25     5.40402     5.32075   0.0123646
          26     5.38602     5.32326   0.0121412
          27     5.31858     5.32309   0.0116927
          28     5.29652     5.32214   0.0113136
          29     5.32567     5.32226   0.0109241
          30      5.3313     5.32256   0.0105641
          31     5.35097     5.32348    0.010263
          32     5.36452     5.32476   0.0100221
          33     5.37606     5.32631  0.00983824
          34     5.38225     5.32796  0.00968543
          35     5.34617     5.32848  0.00942267
          36     5.30259     5.32776  0.00918833
          37     5.33383     5.32792  0.00894146
          38     5.37924     5.32928  0.00880755
          39     5.36834     5.33028  0.00863848
          40     5.35256     5.33083  0.00844046
          41     5.35043     5.33131  0.00824812
          42     5.35835     5.33196  0.00807682
          43      5.3058     5.33135  0.00791186
          44     5.29667     5.33056  0.00777121
          45     5.30018     5.32988  0.00762777
          46     5.30058     5.32925   0.0074885
          47     5.28604     5.32833  0.00738538
          48     5.29045     5.32754  0.00727355
          49      5.3578     5.32816  0.00715128
          50     5.33756     5.32834  0.00701073
          51     5.30735     5.32793  0.00688534
          52     5.30114     5.32742  0.00677218
          53     5.34365     5.32772  0.00665133
          54     5.30115     5.32723  0.00654634
          55     5.36125     5.32785  0.00645646
          56     5.33991     5.32807  0.00634476
          57      5.3799     5.32897  0.00629827
          58     5.33679     5.32911  0.00619112
          59     5.38617     5.33008  0.00616126
          60     5.33758      5.3302  0.00605985
          61     5.32171     5.33006   0.0059621
          62     5.36175     5.33057  0.00588781
          63     5.37428     5.33127  0.00583509
          64     5.41124     5.33252   0.0058762
          65     5.34685     5.33274  0.00578993
          66     5.36706     5.33326  0.00572551
          67      5.3788     5.33394  0.00568026
          68     5.39193     5.33479  0.00566039
          69     5.36257     5.33519  0.00559265
          70     5.33631     5.33521  0.00551278
          71     5.35653     5.33551  0.00544331
          72     5.36262     5.33589  0.00538072
          73     5.35359     5.33613  0.00531248
          74     5.33218     5.33607  0.00524095
          75     5.34298     5.33617  0.00517188
          76     5.34758     5.33632  0.00510601
          77     5.33446     5.33629  0.00503975
          78     5.35137     5.33649  0.00497885
          79     5.34968     5.33665  0.00491862
          80     5.38261     5.33723  0.00489057
          81     5.39026     5.33788  0.00487383
          82       5.371     5.33829  0.00483109
          83     5.32453     5.33812  0.00477573
          84     5.38859     5.33872  0.00475652
          85     5.36566     5.33904  0.00471111
          86     5.40224     5.33977   0.0047133
          87     5.36064     5.34001  0.00466523
          88     5.38358     5.34051   0.0046384
          89     5.38684     5.34103   0.0046154
          90     5.37244     5.34138   0.0045773
          91     5.34785     5.34145  0.00452755
          92     5.38235     5.34189  0.00450011
          93     5.40882     5.34261  0.00450889
          94     5.40653     5.34329  0.00451191
          95     5.37428     5.34362  0.00447619
          96     5.37302     5.34393  0.00444003
          97     5.40408     5.34455  0.00443736
          98      5.4076     5.34519  0.00443848
          99     5.36434     5.34538  0.00439786
         100     5.35296     5.34546  0.00435453
         101     5.38044      5.3458  0.00432517
         102     5.35085     5.34585  0.00428305
         103     5.35174     5.34591  0.00424185
         104     5.35659     5.34601   0.0042023
         105     5.42023     5.34672   0.0042213
         106     5.42597     5.34747  0.00424717
         107     5.41023     5.34806  0.00424779
         108      5.4086     5.34862  0.00424529
         109     5.42312      5.3493  0.00426102
         110     5.33866      5.3492  0.00422338
         111     5.35804     5.34928  0.00418608
         112     5.36522     5.34942  0.00415112
         113     5.41172     5.34998  0.00415083
         114      5.3757      5.3502  0.00412054
         115     5.38142     5.35047  0.00409364
         116     5.38728     5.35079  0.00407063
         117     5.36299     5.35089  0.00403718
         118     5.35831     5.35096  0.00400345
         119     5.38519     5.35124  0.00398013
         120     5.36311     5.35134  0.00394819
         121     5.38391     5.35161  0.00392473
         122     5.37889     5.35184  0.00389892
         123     5.35161     5.35183  0.00386722
         124     5.32173     5.35159  0.00384365
         125     5.36147     5.35167  0.00381371
         126     5.34838     5.35164  0.00378353
         127     5.34683     5.35161  0.00375393
         128     5.37786     5.35181   0.0037302
         129     5.38658     5.35208  0.00371101
         130     5.35243     5.35208  0.00368246
         131     5.36342     5.35217  0.00365537
         132     5.36606     5.35228  0.00362919
         133      5.4137     5.35274  0.00363117
         134     5.43546     5.35336  0.00365617
         135     5.36289     5.35343  0.00362977
         136     5.38419     5.35365  0.00361012
         137     5.33013     5.35348  0.00358785
         138     5.34448     5.35342  0.00356245
         139     5.35687     5.35344  0.00353691
         140     5.37623      5.3536  0.00351539
         141     5.38357     5.35382  0.00349687
         142     5.38719     5.35405  0.00348014
         143     5.34021     5.35395  0.00345715
         144     5.36583     5.35404  0.00343412
         145     5.35879     5.35407  0.00341059
         146     5.34748     5.35402  0.00338753
         147      5.3897     5.35427  0.00337317
         148     5.39147     5.35452  0.00335973
         149     5.35125      5.3545  0.00333726
         150     5.31542     5.35424  0.00332516
         151     5.30764     5.35393  0.00331743
         152      5.2618     5.35332  0.00335052
         153     5.30669     5.35302  0.00334245
         154     5.34635     5.35297  0.00332103
         155     5.35768       5.353  0.00329974
         156     5.36837      5.3531  0.00328006
         157     5.35945     5.35314  0.00325942
         158     5.35114     5.35313  0.00323881
         159     5.35412     5.35314  0.00321845
         160     5.34397     5.35308  0.00319884
         161     5.33855     5.35299  0.00318025
         162     5.38522     5.35319  0.00316684
         163     5.42442     5.35362  0.00317742
         164     5.38986     5.35384  0.00316572
         165     5.36129     5.35389  0.00314685
         166     5.36942     5.35398  0.00312929
         167     5.40181     5.35427  0.00312362
         168     5.38512     5.35445  0.00311043
         169     5.32837      5.3543  0.00309585
         170     5.34149     5.35422  0.00307856
         171     5.35761     5.35424  0.00306062
         172     5.38189      5.3544  0.00304704
         173      5.3966     5.35465  0.00303917
         174     5.40402     5.35493  0.00303492
         175     5.40326     5.35521  0.00303012
         176     5.37366     5.35531  0.00301472
         177     5.34701     5.35527  0.00299805
         178     5.34439      5.3552  0.00298183
         179     5.32505     5.35504  0.00296993
         180     5.39196     5.35524   0.0029605
         181     5.40084     5.35549  0.00295485
         182     5.41368     5.35581  0.00295586
         183     5.34841     5.35577  0.00293998
         184     5.32189     5.35559  0.00292976
         185     5.36687     5.35565  0.00291456
         186     5.36699     5.35571  0.00289953
         187     5.37189      5.3558  0.00288531
         188     5.35168     5.35578  0.00287005
         189     5.31975     5.35558  0.00286119
         190     5.31727     5.35538  0.00285323
         191     5.31471     5.35517  0.00284623
         192     5.28725     5.35482   0.0028533
         193     5.29423      5.3545  0.00285573
         194     5.35289     5.35449  0.00284102
         195     5.36656     5.35456  0.00282713
         196     5.34104     5.35449  0.00281354
         197     5.32391     5.35433  0.00280354
         198      5.3437     5.35428   0.0027899
         199     5.38287     5.35442  0.00277957
         200     5.39456     5.35462  0.00277291
         201     5.34608     5.35458  0.00275944
         202     5.34664     5.35454  0.00274606
         203     5.36107     5.35457  0.00273272
         204     5.37808     5.35469  0.00272175
         205     5.33195     5.35458  0.00271074
         206     5.33494     5.35448  0.00269925
         207     5.33276     5.35438  0.00268825
         208     5.35811     5.35439  0.00267539
         209     5.33342     5.35429  0.00266447
         210     5.31897     5.35413  0.00265708
         211      5.3443     5.35408   0.0026449
         212     5.35645     5.35409  0.00263245
         213     5.32795     5.35397  0.00262295
         214     5.37161     5.35405  0.00261199
         215     5.35831     5.35407  0.00259991
         216     5.29088     5.35378  0.00260429
         217     5.33595      5.3537  0.00259358
         218     5.33232      5.3536  0.00258353
         219     5.32818     5.35348  0.00257434
         220     5.32665     5.35336  0.00256553
         221     5.33151     5.35326  0.00255583
         222      5.3344     5.35318  0.00254572
         223     5.34107     5.35312  0.00253489
         224      5.3382     5.35305  0.00252445
         225     5.35792     5.35308  0.00251332
         226     5.33256     5.35299  0.00250384
         227     5.34127     5.35293  0.00249334
         228     5.32681     5.35282  0.00248503
         229     5.34407     5.35278  0.00247448
         230     5.36003     5.35281  0.00246392
         231     5.31437     5.35265  0.00245887
         232      5.3433     5.35261   0.0024486
         233     5.35363     5.35261  0.00243809
         234     5.36838     5.35268   0.0024286
         235     5.37083     5.35276   0.0024195
         236       5.379     5.35287   0.0024118
         237     5.38127     5.35299   0.0024046
         238     5.37592     5.35308  0.00239643
         239     5.34317     5.35304  0.00238676
         240        5.36     5.35307  0.00237699
         241     5.35218     5.35307  0.00236713
         242     5.34564     5.35304  0.00235755
         243     5.40968     5.35327  0.00235934
         244     5.41258     5.35351  0.00236216
         245     5.42184     5.35379  0.00236893
         246     5.42311     5.35407    0.002376
         247     5.41226     5.35431  0.00237803
         248     5.37406     5.35439  0.00236977
         249     5.33721     5.35432  0.00236126
         250     5.33099     5.35423  0.00235366
