#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.849176   -0.849176           0
           2   -0.846756   -0.847966 0.000855599
           3    -0.84906   -0.848331 0.000643436
           4   -0.851964   -0.849239 0.000922867
           5   -0.850248   -0.849441 0.000760037
           6   -0.852584   -0.849965 0.000793629
           7   -0.850156   -0.849992 0.000680724
           8   -0.846644   -0.849574 0.000712761
           9   -0.847096   -0.849298 0.000684663
          10   -0.848392   -0.849208 0.000622165
          11   -0.850144   -0.849293 0.000571399
          12    -0.84794    -0.84918 0.000534786
          13   -0.848644   -0.849139 0.000495236
          14   -0.846908   -0.848979 0.000484818
          15    -0.84734    -0.84887 0.000464653
          16   -0.850072   -0.848945 0.000441642
          17    -0.84814   -0.848898 0.000418196
          18    -0.85152   -0.849044 0.000419568
          19   -0.849264   -0.849055 0.000397646
          20   -0.849432   -0.849074  0.00037821
