#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.704352   -0.704352           0
           2    -0.70032   -0.702336  0.00142553
           3     -0.7037   -0.702791  0.00102029
           4   -0.704752   -0.703281 0.000875142
           5   -0.701956   -0.703016 0.000739147
           6    -0.70128   -0.702727 0.000670196
           7   -0.701356   -0.702531  0.00060238
           8     -0.7002    -0.70224 0.000593375
           9   -0.699872   -0.701976 0.000582844
          10   -0.699492   -0.701728 0.000575078
          11   -0.702308   -0.701781  0.00052521
          12   -0.700592   -0.701682 0.000490696
          13   -0.702052    -0.70171 0.000453776
          14   -0.699356   -0.701542 0.000451446
          15   -0.700304   -0.701459 0.000428827
          16   -0.701784    -0.70148 0.000402505
          17    -0.70226   -0.701526 0.000381436
          18   -0.702092   -0.701557  0.00036154
          19    -0.70222   -0.701592 0.000344191
          20   -0.700684   -0.701547 0.000329962
