#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.935056   -0.935056           0
           2   -0.932944      -0.934 0.000746705
           3   -0.931432   -0.933144 0.000858078
           4   -0.930516   -0.932487 0.000859014
           5    -0.92586   -0.931162  0.00137026
           6   -0.938172    -0.93233  0.00156254
           7   -0.937528   -0.933073  0.00150546
           8    -0.92744   -0.932368  0.00147274
           9   -0.936728   -0.932853  0.00138648
          10    -0.94084   -0.933652  0.00145987
          11   -0.930696   -0.933383  0.00135166
          12   -0.935268    -0.93354  0.00124811
          13   -0.945124   -0.934431  0.00143537
          14   -0.929528   -0.934081   0.0013749
          15   -0.938564    -0.93438  0.00131533
          16   -0.938564   -0.934641  0.00125885
          17   -0.936408   -0.934745  0.00118908
          18    -0.93238   -0.934614  0.00113026
          19   -0.934116   -0.934588  0.00107107
          20    -0.93822   -0.934769   0.0010328
