#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.461192   -0.461192           0
           2   -0.458916   -0.460054 0.000804688
           3   -0.463684   -0.461264  0.00112421
           4   -0.461852   -0.461411 0.000852716
           5    -0.46268   -0.461665 0.000718952
           6   -0.462276   -0.461767   0.0006063
           7   -0.462156   -0.461822 0.000522231
           8   -0.461828   -0.461823 0.000456952
           9   -0.462844   -0.461936 0.000420026
          10   -0.459748   -0.461718 0.000431283
          11    -0.46328    -0.46186 0.000414805
          12   -0.464024    -0.46204 0.000417614
          13    -0.46236   -0.462065 0.000386214
          14   -0.461144   -0.461999 0.000364183
          15   -0.461468   -0.461963 0.000341619
          16   -0.463964   -0.462089 0.000342386
          17   -0.461204   -0.462036 0.000326174
          18   -0.461712   -0.462018 0.000308551
          19    -0.46316   -0.462079 0.000298104
          20   -0.460996   -0.462024 0.000288071
