#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.277957    0.277957           0
           2    0.269653    0.273805  0.00293575
           3    0.273516    0.273709  0.00195875
           4    0.269898    0.272756  0.00168488
           5    0.266221    0.271449  0.00178419
           6    0.268065    0.270885  0.00157345
           7    0.270017    0.270761  0.00135355
           8    0.274797    0.271266  0.00127491
           9    0.274493    0.271624  0.00118261
          10    0.271729    0.271635   0.0010644
          11    0.268736    0.271371 0.000999728
          12    0.271482    0.271381  0.00091646
          13    0.269754    0.271255 0.000854464
          14    0.268701    0.271073  0.00081267
          15    0.268192    0.270881 0.000780855
          16    0.269994    0.270825 0.000734017
          17    0.267629    0.270637 0.000714521
          18    0.269066     0.27055 0.000680141
          19    0.267366    0.270383  0.00066467
          20    0.267551    0.270241 0.000646337
