#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.554976   -0.554976           0
           2    -0.55268   -0.553828 0.000811759
           3   -0.555424    -0.55436 0.000693938
           4   -0.555832   -0.554728 0.000610279
           5   -0.556976   -0.555178 0.000632514
           6   -0.553128   -0.554836  0.00061243
           7   -0.555572   -0.554941  0.00053389
           8    -0.55462   -0.554901  0.00046866
           9   -0.553328   -0.554726 0.000447993
          10   -0.554032   -0.554657 0.000408537
          11   -0.554224   -0.554617 0.000373287
          12   -0.555516   -0.554692 0.000349609
          13   -0.555944   -0.554789 0.000335713
          14    -0.55106   -0.554522 0.000403785
          15   -0.554252   -0.554504 0.000377268
          16    -0.55656   -0.554633 0.000374929
          17    -0.55436   -0.554617 0.000353218
          18   -0.554708   -0.554622 0.000333631
          19   -0.555152    -0.55465 0.000317236
          20   -0.551924   -0.554513  0.00032935
