#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     -0.6147     -0.6147           0
           2   -0.612968   -0.613834 0.000612354
           3   -0.614172   -0.613947 0.000418473
           4   -0.614912   -0.614188 0.000377076
           5   -0.615932   -0.614537 0.000433968
           6   -0.614288   -0.614495 0.000363616
           7   -0.614984   -0.614565 0.000318301
           8    -0.61364    -0.61445 0.000298783
           9     -0.6112   -0.614088 0.000431755
          10   -0.613516   -0.614031 0.000392356
          11   -0.616064   -0.614216 0.000397834
          12   -0.614784   -0.614263 0.000367486
          13   -0.613596   -0.614212 0.000342785
          14   -0.609108   -0.613847 0.000474061
          15   -0.612648   -0.613767  0.00044915
          16   -0.615168   -0.613855 0.000429523
          17   -0.613408   -0.613829 0.000405061
          18   -0.613564   -0.613814 0.000382824
          19   -0.614068   -0.613827 0.000362909
          20   -0.610236   -0.613648 0.000386645
