#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.964156   -0.964156           0
           2   -0.963996   -0.964076 5.65685e-05
           3   -0.968196   -0.965449  0.00112196
           4    -0.96984   -0.966547  0.00126954
           5   -0.964908   -0.966219   0.0010571
           6    -0.97224   -0.967223  0.00127088
           7      -0.973   -0.968048   0.0013306
           8   -0.978316   -0.969331  0.00167242
           9   -0.970836   -0.969499  0.00149493
          10   -0.977996   -0.970348  0.00156845
          11    -0.97122   -0.970428  0.00142786
          12    -0.97098   -0.970474  0.00130962
          13   -0.973628   -0.970716  0.00123115
          14   -0.968364   -0.970548  0.00115462
          15   -0.978004   -0.971045  0.00117979
          16    -0.97322   -0.971181  0.00111385
          17   -0.974076   -0.971352  0.00106127
          18   -0.976676   -0.971647  0.00104272
          19   -0.968308   -0.971472  0.00100254
          20    -0.97736   -0.971766 0.000994708
