#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.599804   -0.599804           0
           2   -0.595856    -0.59783  0.00139583
           3   -0.598044   -0.597901 0.000932373
           4   -0.599448   -0.598288 0.000775323
           5    -0.59714   -0.598058 0.000653371
           6    -0.59606   -0.597725 0.000623617
           7   -0.598424   -0.597825 0.000542457
           8   -0.597396   -0.597772 0.000477295
           9   -0.596756   -0.597659 0.000437396
          10   -0.597248   -0.597618  0.00039558
          11    -0.59654    -0.59752  0.00037155
          12   -0.597372   -0.597507 0.000340791
          13    -0.59742   -0.597501 0.000314643
          14   -0.598692   -0.597586 0.000303458
          15    -0.59698   -0.597545 0.000285902
          16    -0.59728   -0.597529 0.000268513
          17   -0.596348   -0.597459 0.000261547
          18   -0.598436   -0.597514 0.000252583
          19   -0.597088   -0.597491  0.00024028
          20   -0.596712   -0.597452 0.000231403
