#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.684772   -0.684772           0
           2   -0.680624   -0.682698  0.00146654
           3   -0.682012   -0.682469  0.00099536
           4   -0.683088   -0.682624 0.000758442
           5    -0.68314   -0.682727 0.000613734
           6     -0.6814   -0.682506 0.000549864
           7   -0.683296   -0.682619 0.000482755
           8   -0.683408   -0.682718 0.000432371
           9   -0.680848    -0.68251 0.000431351
          10    -0.68474   -0.682733 0.000442128
          11   -0.683344   -0.682788 0.000405411
          12   -0.682648   -0.682777 0.000371795
          13   -0.685516   -0.682987 0.000398459
          14   -0.680112   -0.682782 0.000419605
          15   -0.684196   -0.682876  0.00040208
          16   -0.682652   -0.682862 0.000377195
          17   -0.683772   -0.682916 0.000358783
          18   -0.682116   -0.682871 0.000341591
          19   -0.683908   -0.682926 0.000327941
          20   -0.681976   -0.682878 0.000314964
