#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.584536   -0.584536           0
           2   -0.581484    -0.58301  0.00107904
           3   -0.582492   -0.582837 0.000733048
           4     -0.5845   -0.583253 0.000657152
           5   -0.583356   -0.583274 0.000526044
           6   -0.582576   -0.583157 0.000451036
           7    -0.58416   -0.583301 0.000408714
           8   -0.582972    -0.58326 0.000359683
           9   -0.580904   -0.582998 0.000403865
          10   -0.584352   -0.583133 0.000385515
          11   -0.582064   -0.583036 0.000362515
          12   -0.582816   -0.583018 0.000332769
          13   -0.581404   -0.582894  0.00032951
          14    -0.58302   -0.582903 0.000306097
          15   -0.581752   -0.582826 0.000295145
          16   -0.582072   -0.582779 0.000280434
          17   -0.582152   -0.582742  0.00026635
          18   -0.583764   -0.582799 0.000257535
          19    -0.58266   -0.582791 0.000244084
          20   -0.580544   -0.582679 0.000256444
