#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.529292   -0.529292           0
           2   -0.526808    -0.52805 0.000878227
           3   -0.529044   -0.528381 0.000644965
           4   -0.528692   -0.528459 0.000488378
           5   -0.530508   -0.528869 0.000535721
           6   -0.527488   -0.528639 0.000493394
           7   -0.529584   -0.528774 0.000441004
           8   -0.528312   -0.528716 0.000389637
           9   -0.527316    -0.52856 0.000376116
          10   -0.527152    -0.52842 0.000363921
          11    -0.52812   -0.528392 0.000331855
          12   -0.529248   -0.528464 0.000311766
          13    -0.52944   -0.528539 0.000296692
          14   -0.524932   -0.528281 0.000370852
          15   -0.528352   -0.528286 0.000346158
          16   -0.530188   -0.528405 0.000344333
          17   -0.528876   -0.528432 0.000325192
          18   -0.527896   -0.528403 0.000308489
          19   -0.529456   -0.528458 0.000297192
          20   -0.525736   -0.528322 0.000311946
