#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.72502    -0.72502           0
           2    -0.72078     -0.7229  0.00149907
           3   -0.723616   -0.723139   0.0010182
           4   -0.724252   -0.723417 0.000800789
           5   -0.721796   -0.723093 0.000703202
           6   -0.719492   -0.722493 0.000802204
           7   -0.723292   -0.722607 0.000695683
           8    -0.71872   -0.722121 0.000759667
           9    -0.71944   -0.721823 0.000731336
          10    -0.71884   -0.721525 0.000716465
          11   -0.721796   -0.721549 0.000651756
          12    -0.71914   -0.721349  0.00062761
          13    -0.72186   -0.721388 0.000580563
          14    -0.72038   -0.721316 0.000543541
          15    -0.72198    -0.72136 0.000509104
          16   -0.721916   -0.721395 0.000478468
          17    -0.72204   -0.721433 0.000451825
          18   -0.721468   -0.721435 0.000426728
          19     -0.7217   -0.721449 0.000404496
          20   -0.720128   -0.721383 0.000389626
