#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.743632   -0.743632           0
           2   -0.740928    -0.74228 0.000956008
           3   -0.744744   -0.743101 0.000925163
           4   -0.743712   -0.743254 0.000706356
           5   -0.742828   -0.743169   0.0005702
           6   -0.739756     -0.7426 0.000703843
           7   -0.741744   -0.742478 0.000613825
           8   -0.739156   -0.742063 0.000662816
           9   -0.739008   -0.741723 0.000670453
          10   -0.739688    -0.74152 0.000633543
          11    -0.74332   -0.741683 0.000596716
          12   -0.741612   -0.741677 0.000547019
          13   -0.741956   -0.741699  0.00050536
          14   -0.741444   -0.741681 0.000469591
          15   -0.740552   -0.741605 0.000444271
          16   -0.742652   -0.741671 0.000421293
          17     -0.7396   -0.741549 0.000413746
          18     -0.7412    -0.74153 0.000391214
          19   -0.741368   -0.741521 0.000370716
          20   -0.739916   -0.741441 0.000360762
