#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     12.0425     12.0425           0
           2     11.2807     11.6616    0.269353
           3     12.9241     12.0824    0.387709
           4     11.9285     12.0439    0.292686
           5     12.2412     12.0834    0.236793
           6      12.575     12.1653    0.211028
           7     11.3161      12.044    0.212918
           8     12.5964     12.1131    0.197181
           9      12.304     12.1343    0.176411
          10     10.7077     11.9916    0.208621
          11     13.3527     12.1153    0.223354
          12     11.8678     12.0947    0.205692
          13     10.6987     11.9873     0.21609
          14     11.5599     11.9568    0.202801
          15     12.3009     11.9797    0.190574
          16     12.8633      12.035    0.186493
          17     13.5831      12.126    0.196503
          18     11.5751     12.0954    0.187955
          19     12.9933     12.1427    0.183907
          20     10.2155     12.0463    0.198356
