#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.82514    -0.82514           0
           2   -0.824564   -0.824852 0.000203647
           3   -0.827152   -0.825619 0.000640534
           4   -0.826428   -0.825821  0.00051136
           5    -0.82678   -0.826013 0.000443602
           6   -0.827436    -0.82625 0.000428417
           7    -0.82308   -0.825797 0.000557341
           8   -0.822564   -0.825393 0.000617042
           9   -0.825504   -0.825405 0.000548605
          10    -0.82524   -0.825389 0.000493993
          11   -0.830128    -0.82582 0.000608624
          12    -0.82734   -0.825946  0.00057094
          13   -0.823812   -0.825782 0.000550121
          14   -0.826956   -0.825866 0.000517177
          15    -0.82772    -0.82599 0.000497249
          16    -0.82734   -0.826074 0.000473279
          17   -0.832192   -0.826434 0.000565962
          18   -0.822172   -0.826197 0.000581943
          19    -0.82702    -0.82624 0.000552923
          20     -0.8207   -0.825963  0.00059061
