#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.972272   -0.972272           0
           2   -0.973876   -0.973074   0.0005671
           3   -0.968432   -0.971527  0.00131875
           4    -0.97284   -0.971855  0.00102912
           5    -0.97218    -0.97192 0.000825348
           6   -0.975356   -0.972493 0.000863912
           7   -0.969232   -0.972027 0.000856923
           8   -0.974596   -0.972348 0.000807745
           9   -0.974796    -0.97262 0.000762418
          10   -0.981244   -0.973482   0.0010678
          11   -0.977832   -0.973878  0.00104137
          12   -0.973752   -0.973867 0.000954643
          13   -0.973128    -0.97381 0.000882901
          14   -0.969864   -0.973529 0.000863666
          15   -0.979412   -0.973921 0.000890711
          16   -0.979032    -0.97424 0.000890485
          17   -0.979876   -0.974572 0.000897694
          18   -0.967672   -0.974188 0.000926053
          19   -0.975796   -0.974273  0.00088117
          20   -0.971116   -0.974115 0.000851133
