#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.530048   -0.530048           0
           2   -0.526348   -0.528198  0.00130815
           3   -0.527768   -0.528055 0.000879916
           4    -0.53054   -0.528676 0.000851503
           5   -0.528184   -0.528578 0.000686865
           6   -0.526668   -0.528259 0.000641902
           7   -0.529632   -0.528455 0.000579381
           8   -0.528568    -0.52847 0.000507129
           9   -0.525092   -0.528094 0.000573053
          10   -0.527872   -0.528072 0.000516178
          11   -0.526468   -0.527926 0.000489416
          12   -0.527232   -0.527868 0.000452037
          13   -0.526892   -0.527793 0.000423458
          14   -0.529012    -0.52788  0.00040206
          15    -0.52764   -0.527864 0.000375575
          16   -0.529432   -0.527962 0.000364659
          17    -0.52982   -0.528072  0.00035921
          18    -0.52896   -0.528121 0.000342628
          19   -0.530976   -0.528271 0.000356026
          20   -0.529792   -0.528347  0.00034625
