#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.74128    -0.74128           0
           2   -0.740176   -0.740728 0.000390323
           3   -0.741612   -0.741023 0.000354398
           4   -0.742304   -0.741343 0.000384199
           5   -0.742248   -0.741524 0.000347388
           6   -0.740048   -0.741278  0.00036638
           7   -0.742928   -0.741514  0.00038242
           8   -0.738068   -0.741083 0.000523731
           9   -0.738072   -0.740748 0.000562332
          10    -0.74082   -0.740756 0.000506144
          11   -0.740212   -0.740706 0.000462538
          12     -0.7423   -0.740839 0.000442652
          13    -0.74314   -0.741016 0.000442577
          14   -0.737924   -0.740795 0.000462802
          15   -0.741408   -0.740836 0.000433748
          16   -0.742076   -0.740914 0.000413504
          17   -0.738732   -0.740785 0.000408607
          18   -0.739832   -0.740732 0.000389323
          19    -0.74182   -0.740789 0.000373018
          20   -0.741972   -0.740849 0.000359023
