#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.763112   -0.763112           0
           2   -0.758768    -0.76094  0.00153584
           3   -0.761292   -0.761057  0.00102836
           4   -0.763992   -0.761791  0.00099928
           5   -0.761692   -0.761771  0.00079962
           6   -0.760564    -0.76157   0.0006912
           7   -0.763588   -0.761858 0.000649801
           8   -0.759528   -0.761567 0.000630492
           9   -0.760188   -0.761414 0.000578756
          10     -0.7603   -0.761302 0.000531489
          11   -0.763032    -0.76146 0.000505896
          12   -0.764204   -0.761688 0.000512832
          13   -0.762188   -0.761727 0.000474822
          14   -0.764052   -0.761893 0.000469055
          15   -0.760512   -0.761801 0.000446727
          16   -0.761016   -0.761752 0.000421491
          17   -0.761536   -0.761739 0.000396888
          18    -0.76142   -0.761721 0.000375235
          19   -0.761916   -0.761732 0.000355625
          20   -0.760344   -0.761662 0.000344545
