#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.272488    0.272488           0
           2     0.27116    0.271824 0.000469484
           3    0.272429    0.272026 0.000353645
           4    0.269074    0.271288  0.00069193
           5     0.26755     0.27054 0.000868027
           6    0.270571    0.270545 0.000723371
           7    0.271051    0.270618 0.000623628
           8    0.269565    0.270486 0.000559369
           9    0.268463    0.270261 0.000540479
          10    0.267832    0.270018 0.000538274
          11     0.27289    0.270279 0.000549007
          12    0.276585    0.270805   0.0007116
          13     0.27141    0.270851 0.000658383
          14     0.27392    0.271071 0.000646806
          15    0.271294    0.271085 0.000603857
          16    0.271515    0.271112 0.000566711
          17    0.267999    0.270929 0.000562185
          18    0.265909     0.27065 0.000596137
          19    0.269101    0.270569 0.000570307
          20    0.273192      0.2707 0.000556674
