#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.556084   -0.556084           0
           2   -0.551756    -0.55392  0.00153018
           3   -0.554084   -0.553975   0.0010211
           4   -0.556156    -0.55452 0.000899736
           5   -0.555004   -0.554617 0.000724977
           6   -0.552108   -0.554199 0.000714626
           7    -0.55748   -0.554667 0.000750698
           8    -0.55392   -0.554574 0.000662649
           9   -0.552124   -0.554302 0.000642509
          10   -0.555304   -0.554402 0.000586022
          11   -0.554024   -0.554368 0.000533754
          12   -0.555828   -0.554489 0.000502957
          13   -0.554804   -0.554514  0.00046485
          14   -0.556212   -0.554635 0.000447197
          15   -0.552432   -0.554488 0.000440839
          16   -0.553812   -0.554446 0.000415306
          17   -0.554396   -0.554443 0.000390887
          18   -0.555384   -0.554495 0.000372651
          19   -0.556812   -0.554617 0.000372455
          20   -0.552512   -0.554512 0.000368404
