#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.916184   -0.916184           0
           2   -0.914568   -0.915376 0.000571342
           3   -0.912092   -0.914281 0.000971568
           4   -0.907492   -0.912584  0.00164063
           5   -0.913604   -0.912788  0.00132513
           6   -0.912832   -0.912795  0.00110429
           7   -0.911516   -0.912613 0.000961542
           8    -0.91498   -0.912908 0.000885718
           9    -0.91534   -0.913179 0.000827483
          10    -0.91416   -0.913277 0.000750531
          11    -0.91316   -0.913266 0.000682376
          12   -0.915636   -0.913464 0.000653464
          13   -0.911392   -0.913304 0.000622325
          14   -0.902888    -0.91256 0.000920851
          15    -0.91668   -0.912835 0.000899486
          16   -0.916036   -0.913035 0.000865232
          17   -0.910428   -0.912882 0.000827814
          18   -0.913852   -0.912936 0.000783578
          19   -0.918492   -0.913228 0.000795039
          20   -0.913012   -0.913217  0.00075536
