#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.939944   -0.939944           0
           2   -0.936668   -0.938306  0.00115824
           3   -0.927036   -0.934549    0.003163
           4   -0.927772   -0.932855  0.00278938
           5   -0.933816   -0.933047  0.00223812
           6   -0.937588   -0.933804  0.00198894
           7   -0.932004   -0.933547  0.00172135
           8   -0.933556   -0.933548  0.00150618
           9   -0.935152   -0.933726  0.00134933
          10   -0.941288   -0.934482  0.00141046
          11   -0.928644   -0.933952  0.00137848
          12    -0.93634   -0.934151   0.0012779
          13   -0.937692   -0.934423  0.00120828
          14   -0.930844   -0.934167   0.0011487
          15   -0.931536   -0.933992  0.00108544
          16   -0.939524   -0.934338  0.00107125
          17   -0.934848   -0.934368  0.00100866
          18   -0.932028   -0.934238 0.000960959
          19    -0.93696   -0.934381 0.000921001
          20   -0.936704   -0.934497 0.000882244
