0	425.858	466.584
1	417.179	445.822
2	402.183	431.122
3	380.397	416.308
4	372.246	399.93
5	363.051	383.135
6	357.959	372.924
7	348.325	365.168
8	340.301	357.177
9	332.021	349.304
10	328.152	340.562
11	320.688	333.379
12	311.084	326.707
13	308.387	319.451
14	300.475	314.036
15	294.508	308.251
16	272.17	301.021
17	269.289	292.003
18	265.604	279.591
19	259.577	270.778
20	253.463	265.606
21	244.891	260.378
22	236.991	254.071
23	231.372	246.498
24	227.268	238.275
25	225.537	233.161
26	224.1	229.278
27	219.815	226.827
28	218.414	224.897
29	214.727	223.238
30	212.299	220.126
31	207.454	216.74
32	202.848	212.967
33	201.301	209.065
34	200.506	205.387
35	193.541	202.77
36	191.678	199.537
37	190.459	195.97
38	186.57	193.722
39	185.15	191.863
40	183.197	189.131
41	182.256	186.674
42	179.82	184.416
43	176.362	182.842
44	174.429	181.053
45	173.196	178.32
46	170.583	175.847
47	170.138	174.01
48	167.978	172.27
49	165.715	170.797
50	165.715	168.827
51	164.475	167.127
52	163.262	166.096
53	161.668	165.212
54	158.594	163.841
55	157.381	162.657
56	156.545	160.931
57	156.45	158.895
58	154.407	157.728
59	152.404	157.15
60	151.654	155.475
61	151.139	154.14
62	151.139	153.403
63	150.857	152.938
64	150.857	152.888
65	148.28	152.014
66	148.28	151.388
67	146.43	150.531
68	145.839	149.113
69	145.609	148.277
70	145.32	147.477
71	143.316	147.265
72	143.305	146.882
73	143.303	147.53
74	143.303	145.69
75	143.105	144.64
76	142.272	143.561
77	141.853	143.744
78	141.261	143.611
79	140.675	143.528
80	139.823	142.318
81	139.235	141.407
82	138.682	140.83
83	137.604	140.189
84	136.546	139.791
85	136.269	139.151
86	135.477	138.144
87	134.672	136.945
88	134.315	135.999
89	131.651	135.421
90	131.651	134.531
91	130.882	133.32
92	130.799	132.105
93	130.249	131.323
94	129.825	130.858
95	129.018	130.375
96	128.594	129.934
97	126.382	129.448
98	124.967	128.895
99	124.455	127.9
100	123.769	126.377
101	116.714	124.965
102	116.714	123.708
103	116.714	121.08
104	116.153	118.486
105	116.153	117.415
106	115.865	117.41
107	115.243	116.563
108	114.718	116.053
109	114.171	115.562
110	113.738	115.114
111	112.728	114.621
112	112.148	114.072
113	111.312	113.417
114	110.61	112.624
115	108.649	111.943
116	108.476	111.201
117	107.486	109.592
118	107.335	108.648
119	106.345	108.059
120	106.338	107.315
121	105.861	106.755
122	105.752	106.415
123	105.274	106.209
124	104.994	106.028
125	104.376	105.797
126	103.883	105.701
127	102.929	105.075
128	102.326	104.363
129	101.849	103.506
130	101.812	102.845
131	100.622	102.362
132	99.6297	101.794
133	98.0738	101.15
134	97.293	100.105
135	96.4217	99.2003
136	95.1576	98.1793
137	95.0096	97.5398
138	92.619	96.7664
139	92.2887	95.5164
140	92.0772	93.724
141	91.6909	93.018
142	91.6909	92.7423
143	91.4841	92.5061
144	91.4841	91.8706
145	91.4841	91.8538
146	91.4841	91.7114
147	91.064	91.5362
148	91.064	91.5402
149	90.7654	91.3629
150	90.3453	91.2783
151	89.9141	90.8589
152	89.494	90.5536
153	89.494	90.1706
154	89.4792	89.7601
155	89.4792	89.5627
156	89.2836	89.5077
157	89.2836	89.4558
158	89.1268	89.3853
159	88.7364	89.3039
160	88.5081	89.2094
161	88.1911	89.199
162	87.9502	89.0614
163	87.5749	88.8237
164	87.3339	88.389
165	87.3339	88.1804
166	87.234	87.581
167	87.234	87.4018
168	87.234	87.3695
169	87.234	87.3126
170	86.1544	87.2342
171	86.1544	87.0978
172	85.1172	86.7915
173	85.1172	86.6308
174	85.1172	86.2408
175	84.6731	85.7338
176	84.6731	85.5411
177	84.6731	85.1214
178	84.6731	84.7759
179	84.6731	84.7138
180	84.6731	84.8731
181	84.0653	84.7917
182	84.0653	84.5611
183	83.551	84.4226
184	83.551	84.1718
185	83.2999	83.9482
186	83.1316	83.7897
187	82.8806	83.8462
188	82.7086	83.2461
189	82.5228	83.0108
190	82.3508	82.8244
191	82.1878	82.6626
192	81.83	82.5204
193	81.83	82.3907
194	81.7727	82.1416
195	81.7644	81.943
