#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.472856   -0.472856           0
           2   -0.469176   -0.471016  0.00130108
           3   -0.473156   -0.471729  0.00104479
           4   -0.472216   -0.471851 0.000790645
           5   -0.473404   -0.472162 0.000690836
           6   -0.471944   -0.472125 0.000576648
           7   -0.472548   -0.472186 0.000497421
           8    -0.47122   -0.472065 0.000449652
           9   -0.472636   -0.472128 0.000404142
          10   -0.471092   -0.472025 0.000376783
          11   -0.470924   -0.471925 0.000355572
          12   -0.474168   -0.472112 0.000371849
          13   -0.474756   -0.472315 0.000394981
          14   -0.469588    -0.47212  0.00041201
          15   -0.471756   -0.472096 0.000385258
          16   -0.473372   -0.472176 0.000369341
          17   -0.471592   -0.472141 0.000349208
          18   -0.472276   -0.472149 0.000329887
          19   -0.473028   -0.472195 0.000315753
          20   -0.471148   -0.472143 0.000304275
