#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.66648    -0.66648           0
           2   -0.664212   -0.665346 0.000801859
           3   -0.667372   -0.666021 0.000767996
           4   -0.667052   -0.666279 0.000617711
           5   -0.665468   -0.666117 0.000515024
           6   -0.663116   -0.665617 0.000626614
           7   -0.666976   -0.665811  0.00056639
           8   -0.664516   -0.665649 0.000518202
           9   -0.662764   -0.665328  0.00055092
          10   -0.663552   -0.665151 0.000523686
          11    -0.66532   -0.665166 0.000476304
          12   -0.664284   -0.665093 0.000442249
          13   -0.666416   -0.665194 0.000419782
          14   -0.662016   -0.664967 0.000446995
          15   -0.663956     -0.6649  0.00042225
          16   -0.667204   -0.665044 0.000419696
          17   -0.666276   -0.665116 0.000401216
          18   -0.664888   -0.665104 0.000379127
          19   -0.666632   -0.665184 0.000367606
          20   -0.662644   -0.665057 0.000370518
