#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.345667    0.345667           0
           2    0.342537    0.344102  0.00110668
           3    0.343258    0.343821 0.000772754
           4    0.343325    0.343697 0.000589406
           5    0.346534    0.344264 0.000692837
           6     0.33871    0.343339  0.00102345
           7    0.347015    0.343864  0.00100302
           8    0.344876     0.34399 0.000885585
           9    0.348256    0.344464  0.00090515
          10    0.346197    0.344638 0.000831062
          11    0.344671    0.344641 0.000755517
          12    0.343094    0.344512  0.00070347
          13    0.346547    0.344668 0.000666546
          14    0.339538    0.344302 0.000712585
          15    0.345768      0.3444 0.000671745
          16    0.337034    0.343939 0.000771531
          17    0.338635    0.343627 0.000786722
          18    0.343491     0.34362 0.000743051
          19    0.342133    0.343541 0.000708049
          20    0.348127    0.343771 0.000708795
