#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.954372   -0.954372           0
           2   -0.958756   -0.956564  0.00154998
           3   -0.947184   -0.953437  0.00275411
           4   -0.949096   -0.952352  0.00226938
           5   -0.954012   -0.952684  0.00183963
           6   -0.957256   -0.953446  0.00168346
           7   -0.946924   -0.952514  0.00168114
           8   -0.951536   -0.952392  0.00147544
           9   -0.952484   -0.952402  0.00131153
          10   -0.958772   -0.953039  0.00132607
          11   -0.953188   -0.953053  0.00120559
          12   -0.959516   -0.953591  0.00121952
          13   -0.957456   -0.953889  0.00116138
          14   -0.947024   -0.953398  0.00117739
          15   -0.953048   -0.953375  0.00109913
          16   -0.966576     -0.9542  0.00130383
          17   -0.961708   -0.954642  0.00129978
          18   -0.951712   -0.954479  0.00123772
          19   -0.960028   -0.954771  0.00120655
          20   -0.957972   -0.954931  0.00115679
