#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.911992   -0.911992           0
           2   -0.915216   -0.913604  0.00113986
           3   -0.914256   -0.913821 0.000780348
           4    -0.91258   -0.913511 0.000644019
           5   -0.907028   -0.912214  0.00126901
           6   -0.918352   -0.913237  0.00141079
           7    -0.91142   -0.912978   0.0012329
           8   -0.907824   -0.912333  0.00123569
           9   -0.918704   -0.913041  0.00128523
          10   -0.917424    -0.91348  0.00122916
          11   -0.912732   -0.913412   0.0011193
          12   -0.914344   -0.913489  0.00102872
          13   -0.917652    -0.91381 0.000998175
          14     -0.9043    -0.91313  0.00113469
          15   -0.919428    -0.91355  0.00113406
          16   -0.916772   -0.913751  0.00108091
          17    -0.91376   -0.913752  0.00101733
          18   -0.910664    -0.91358 0.000975171
          19   -0.912184   -0.913507 0.000926612
          20   -0.912832   -0.913473 0.000880896
