3	0.974697	1.01444	0.717125
3	1.00514	1.05664	0.909178
3	0.960779	1.05634	0.716484
3	0.994186	1.09594	1.12142
3	1.0151	1.1015	1.3476
3	0.977126	1.05203	0.884632
3	1.02604	1.06713	1.05858
3	0.981057	1.03188	0.736845
3	0.972786	1.02853	0.647122
3	0.979131	1.0048	0.634207
3	0.988883	1.0536	0.828825
3	0.988624	1.0156	0.796824
3	1.02175	0.995868	0.778449
3	0.980305	0.974454	0.547531
3	0.992283	0.961333	0.5747
3	1.01912	0.98906	0.677819
3	1.00388	0.945764	0.482343
3	1.0028	0.937232	0.564998
3	1.02451	0.887426	0.410711
0.6	0.999197	0.939968	0.459477
0.6	0.946281	0.990697	0.478059
0.6	0.995612	1.04336	0.837179
0.6	1.03487	1.09242	1.39553
0.6	1.05595	1.07741	1.31572
0.6	1.06041	1.08576	1.44744
0.6	1.03037	1.12678	1.41653
0.6	0.98083	1.1032	1.02891
0.6	0.988938	1.09389	1.11861
0.6	0.989079	1.06676	1.00958
0.6	0.976418	1.06722	0.969874
0.6	0.983066	1.07164	0.950158
0.6	0.933806	1.06096	0.768291
0.6	0.894919	1.07699	0.632304
0.6	0.92451	1.04444	0.562074
0.6	0.959694	1.01908	0.634519
0.6	0.940973	0.981853	0.420975
0.6	0.954633	0.947667	0.323408
0.333333	0.987428	0.942572	0.412625
0.333333	0.956301	0.938244	0.322656
0.333333	0.947864	0.879538	0.139075
0.333333	0.910915	0.895084	0.0461143
0.333333	0.952426	0.900663	0.205989
0.333333	0.988795	0.882307	0.226567
0.333333	0.979131	0.867483	0.162193
0.333333	1.01308	0.876911	0.304493
0.333333	0.969328	0.905822	0.22485
0.333333	1.00101	0.846006	0.133838
0.333333	1.03407	0.812587	0.214013
0.333333	1.0235	0.804313	0.124093
0.333333	1.04425	0.762983	0.0754885
0.333333	1.03052	0.756253	0.0196629
0.333333	1.0073	0.769652	-0.00920853
0.333333	0.978528	0.74064	-0.142472
0.230769	0.994294	0.715981	-0.163201
0.230769	0.95786	0.667022	-0.303899
0.230769	0.895865	0.647818	-0.399773
0.230769	0.844363	0.6349	-0.436494
0.230769	0.907863	0.630522	-0.39665
0.230769	0.947252	0.677759	-0.306259
0.230769	0.947192	0.655997	-0.339137
0.230769	0.990546	0.621152	-0.285641
0.230769	0.964964	0.68542	-0.276034
0.230769	0.941755	0.647085	-0.339872
0.230769	1.00298	0.688296	-0.193189
0.230769	1.00427	0.647229	-0.250321
0.230769	0.942497	0.621407	-0.36182
0.230769	0.989893	0.640055	-0.280082
0.230769	0.925016	0.649041	-0.372168
0.230769	0.964133	0.607	-0.335654
0.176471	0.948423	0.592228	-0.350381
0.176471	0.990312	0.613655	-0.285892
0.176471	0.953128	0.549275	-0.311919
0.176471	0.940338	0.547873	-0.319167
0.176471	0.872139	0.496431	-0.251234
0.176471	0.942866	0.525466	-0.275404
0.176471	0.963954	0.562022	-0.309704
0.176471	0.957726	0.531048	-0.272021
0.176471	0.974684	0.552423	-0.287495
0.176471	0.980049	0.581189	-0.303436
0.176471	0.942153	0.536705	-0.29439
0.176471	0.916367	0.568963	-0.371966
0.176471	0.951881	0.619871	-0.349726
0.176471	0.915489	0.67162	-0.358151
0.176471	0.879901	0.659489	-0.403798
0.176471	0.887626	0.731529	-0.317124
0.176471	0.876831	0.77848	-0.252592
0.142857	0.830752	0.749456	-0.333674
0.142857	0.829327	0.744347	-0.346315
0.142857	0.822951	0.750626	-0.329087
0.142857	0.871713	0.828673	-0.163599
0.142857	0.939309	0.825109	-0.0395583
0.142857	0.916559	0.792161	-0.19055
0.142857	0.853114	0.859147	-0.111373
0.142857	0.879853	0.817434	-0.164566
0.142857	0.860704	0.840534	-0.156979
0.142857	0.910428	0.883016	0.0433313
0.142857	0.831743	0.855664	-0.180853
0.12	0.789934	0.812025	-0.295987
0.12	0.804182	0.802439	-0.277631
0.12	0.787116	0.752413	-0.344028
0.12	0.843003	0.743554	-0.345964
0.12	0.775084	0.672665	-0.428894
0.12	0.752235	0.637182	-0.434709
0.12	0.675886	0.630648	-0.390037
0.12	0.728967	0.674133	-0.415811
0.12	0.686454	0.672406	-0.393623
0.12	0.659538	0.607855	-0.379892
0.12	0.720816	0.594731	-0.420533
0.12	0.742296	0.581504	-0.417399
0.12	0.758623	0.608506	-0.44203
0.12	0.810369	0.59433	-0.439561
0.12	0.854307	0.609861	-0.429951
0.12	0.864122	0.669644	-0.399941
0.12	0.857512	0.628236	-0.427635
0.103448	0.924617	0.566534	-0.364657
0.103448	0.858904	0.501145	-0.27596
0.103448	0.803457	0.502171	-0.294293
0.103448	0.733478	0.482976	-0.247225
0.103448	0.674629	0.522538	-0.324946
0.103448	0.705603	0.598127	-0.411881
0.103448	0.767905	0.596547	-0.439753
0.103448	0.855633	0.618236	-0.429236
0.103448	0.769781	0.541542	-0.39331
0.103448	0.795919	0.518959	-0.363973
0.103448	0.851179	0.56661	-0.410265
0.103448	0.796679	0.554615	-0.410787
0.103448	0.80349	0.580307	-0.429389
0.103448	0.807935	0.659165	-0.429144
0.103448	0.729652	0.68337	-0.40724
0.103448	0.707073	0.7185	-0.383929
0.0909091	0.790912	0.761437	-0.344513
0.0909091	0.734848	0.732541	-0.378756
0.0909091	0.762647	0.803223	-0.297304
0.0909091	0.795743	0.714448	-0.395408
0.0909091	0.698945	0.676935	-0.396303
0.0909091	0.723331	0.671161	-0.412219
0.0909091	0.786345	0.600638	-0.442181
0.0909091	0.725226	0.581124	-0.413151
0.0909091	0.674385	0.613537	-0.392802
0.0909091	0.659779	0.610986	-0.377724
0.0909091	0.755105	0.698213	-0.41257
0.0909091	0.818577	0.665273	-0.430381
0.0909091	0.749168	0.633219	-0.434814
0.0909091	0.782846	0.692862	-0.413675
0.0810811	0.766145	0.658334	-0.433869
0.0810811	0.82063	0.662421	-0.425804
0.0810811	0.816271	0.577773	-0.42954
0.0810811	0.792976	0.674758	-0.421219
0.0810811	0.883769	0.590046	-0.411839
0.0810811	0.926299	0.639241	-0.363683
0.0810811	0.946498	0.554305	-0.314497
0.0810811	0.894284	0.602431	-0.408974
0.0810811	0.847603	0.663674	-0.419453
0.0810811	0.872331	0.57161	-0.407849
0.0810811	0.862415	0.508298	-0.289303
0.0810811	0.967928	0.612128	-0.33145
0.0810811	0.967394	0.644807	-0.318974
0.0810811	0.885379	0.653271	-0.403043
0.0731707	0.805451	0.561967	-0.416358
0.0731707	0.753007	0.570937	-0.419117
0.0731707	0.665197	0.61624	-0.384579
0.0731707	0.764054	0.584403	-0.428722
0.0731707	0.731417	0.624158	-0.426965
0.0731707	0.679244	0.653839	-0.390938
0.0731707	0.771382	0.574599	-0.429238
0.0731707	0.839261	0.596145	-0.437833
0.0731707	0.755072	0.68733	-0.415772
0.0731707	0.714562	0.69099	-0.396268
0.0731707	0.795769	0.576914	-0.431938
0.0731707	0.812859	0.694387	-0.411203
0.0666667	0.83363	0.612636	-0.437154
0.0666667	0.868526	0.677546	-0.391551
0.0666667	0.800336	0.667683	-0.427976
0.0666667	0.797585	0.75126	-0.322512
0.0666667	0.86562	0.68718	-0.392265
0.0666667	0.824027	0.752232	-0.348949
0.0666667	0.827862	0.738276	-0.347238
0.0666667	0.826117	0.637158	-0.43339
0.0666667	0.762339	0.58354	-0.432666
0.0666667	0.746958	0.689904	-0.414561
0.0666667	0.702904	0.740817	-0.361031
0.0666667	0.682407	0.695515	-0.378155
0.0612245	0.657719	0.680939	-0.374467
0.0612245	0.651806	0.742848	-0.351953
0.0612245	0.540835	0.69961	-0.272218
0.0612245	0.623461	0.764994	-0.332028
0.0612245	0.633739	0.710786	-0.347547
0.0612245	0.675576	0.683068	-0.376513
0.0612245	0.74494	0.760348	-0.36406
0.0612245	0.745017	0.710113	-0.398568
0.0612245	0.69629	0.611489	-0.409184
0.0612245	0.751861	0.61073	-0.433492
0.0612245	0.810553	0.716327	-0.386279
0.0612245	0.820193	0.607409	-0.4417
0.0566038	0.7118	0.563114	-0.395869
0.0566038	0.816495	0.484791	-0.237872
0.0566038	0.922239	0.485626	-0.173845
0.0566038	0.938819	0.502413	-0.229329
0.0566038	0.845403	0.505018	-0.291226
0.0566038	0.930306	0.545828	-0.327756
0.0566038	0.878363	0.639853	-0.410484
0.0566038	0.785781	0.681934	-0.418096
0.0566038	0.766165	0.718638	-0.388223
0.0566038	0.8193	0.686661	-0.407836
0.0566038	0.819241	0.636786	-0.441126
0.0566038	0.793315	0.648543	-0.437409
0.0566038	0.744824	0.687444	-0.407965
0.0566038	0.836229	0.710749	-0.374696
0.0526316	0.849768	0.672988	-0.404052
0.0526316	0.874865	0.62788	-0.427095
0.0526316	0.812177	0.683883	-0.407774
0.0526316	0.778392	0.789033	-0.305333
0.0526316	0.719609	0.794073	-0.31624
0.0526316	0.774131	0.723118	-0.381028
0.0526316	0.65888	0.664317	-0.376565
0.0526316	0.671525	0.626862	-0.387467
0.0526316	0.65293	0.633578	-0.371408
0.0491803	0.73955	0.682878	-0.417659
0.0491803	0.627911	0.619784	-0.344793
0.0491803	0.65962	0.595947	-0.375455
0.0491803	0.671182	0.580567	-0.376987
0.0491803	0.713393	0.565411	-0.401351
0.0491803	0.828089	0.568272	-0.425603
0.0491803	0.814638	0.536771	-0.380635
0.0461538	0.855182	0.574324	-0.412849
0.0461538	0.826605	0.57587	-0.425541
0.0461538	0.814242	0.647004	-0.439616
0.0461538	0.783415	0.611225	-0.445933
0.0461538	0.707495	0.616788	-0.412442
0.0434783	0.705108	0.593942	-0.409524
0.0434783	0.774071	0.683197	-0.412221
0.0434783	0.730839	0.72219	-0.386738
0.0434783	0.748587	0.718989	-0.390754
0.0434783	0.718068	0.672068	-0.41085
0.0434783	0.784118	0.600646	-0.443734
0.0434783	0.756264	0.533368	-0.378827
0.0410959	0.739459	0.626983	-0.430059
0.0410959	0.717814	0.604352	-0.41797
0.0410959	0.774156	0.592702	-0.438048
0.0410959	0.866566	0.578639	-0.419436
0.0410959	0.831686	0.664802	-0.42404
0.0410959	0.741945	0.624446	-0.432854
0.0410959	0.757634	0.713219	-0.403766
0.0410959	0.683414	0.673086	-0.392745
0.0410959	0.715314	0.638491	-0.418988
0.0410959	0.648667	0.643537	-0.371561
0.038961	0.698776	0.57297	-0.39768
0.038961	0.775553	0.625464	-0.439513
0.038961	0.689986	0.599287	-0.398939
0.038961	0.710401	0.679253	-0.405532
0.038961	0.648001	0.605735	-0.363491
0.038961	0.640484	0.6642	-0.360447
0.038961	0.68615	0.623815	-0.398119
0.038961	0.761485	0.664681	-0.425121
0.038961	0.787998	0.65753	-0.43532
0.038961	0.798425	0.660535	-0.427084
0.038961	0.750154	0.725549	-0.387305
0.038961	0.737095	0.716432	-0.39231
0.037037	0.741558	0.740586	-0.373312
0.037037	0.821932	0.706503	-0.399462
0.037037	0.898929	0.642226	-0.399055
0.037037	0.827367	0.656302	-0.427319
0.037037	0.824147	0.586187	-0.430992
0.037037	0.791509	0.678936	-0.421938
0.037037	0.885549	0.652026	-0.397099
0.037037	0.843933	0.561313	-0.404355
0.037037	0.804274	0.649483	-0.437071
0.037037	0.878537	0.633972	-0.416467
0.037037	0.822091	0.667108	-0.426579
0.037037	0.819642	0.66269	-0.431484
0.0352941	0.821773	0.647423	-0.433955
0.0352941	0.808237	0.576093	-0.426617
0.0352941	0.809609	0.651483	-0.43584
0.0352941	0.816091	0.613306	-0.445663
0.0352941	0.74229	0.634707	-0.433564
0.0352941	0.818813	0.645673	-0.436865
0.0352941	0.767822	0.655596	-0.433732
0.0352941	0.70195	0.703268	-0.392706
0.0352941	0.789702	0.728764	-0.385107
0.0352941	0.756802	0.637188	-0.43704
0.0352941	0.697024	0.623103	-0.407986
0.0352941	0.780903	0.594583	-0.437491
0.0352941	0.830161	0.631689	-0.438646
0.0337079	0.766968	0.664265	-0.433842
0.0337079	0.782767	0.652986	-0.441835
0.0337079	0.873925	0.668892	-0.40096
0.0337079	0.827791	0.743958	-0.354284
0.0337079	0.91214	0.716596	-0.313739
0.0337079	0.955402	0.6592	-0.311895
0.0337079	0.857881	0.678175	-0.406641
0.0337079	0.793476	0.580952	-0.434797
0.0337079	0.767355	0.632691	-0.438243
0.0337079	0.74245	0.673636	-0.416367
0.0337079	0.795068	0.683256	-0.414449
0.0337079	0.758696	0.631713	-0.43817
0.0337079	0.767913	0.541351	-0.389962
0.0337079	0.673385	0.612756	-0.38578
0.0337079	0.660164	0.590434	-0.372196
0.0337079	0.622205	0.670044	-0.35084
0.0322581	0.599613	0.659902	-0.331445
0.0322581	0.668252	0.773523	-0.345309
0.0322581	0.618791	0.732416	-0.338383
0.0322581	0.716745	0.703085	-0.396591
0.0322581	0.684858	0.734678	-0.364384
0.0322581	0.693426	0.745408	-0.370544
0.0322581	0.718937	0.774005	-0.342229
0.0322581	0.626964	0.842672	-0.299392
0.0322581	0.514039	0.779756	-0.279638
0.0322581	0.594958	0.734287	-0.326951
0.0322581	0.700347	0.788716	-0.343479
0.0322581	0.682035	0.739085	-0.362536
0.0322581	0.719527	0.667469	-0.409698
0.0322581	0.782412	0.60952	-0.441151
0.0309278	0.813812	0.582223	-0.431322
0.0309278	0.846492	0.582017	-0.427432
0.0309278	0.844258	0.546564	-0.387532
0.0309278	0.734498	0.520464	-0.35837
0.0309278	0.83824	0.544021	-0.392909
0.029703	0.814639	0.540828	-0.387402
0.029703	0.851876	0.538115	-0.373307
0.029703	0.864076	0.625194	-0.42761
0.029703	0.830791	0.622746	-0.437896
0.029703	0.788046	0.660648	-0.425259
0.029703	0.701246	0.584485	-0.40188
0.029703	0.751438	0.651317	-0.430389
0.0285714	0.813304	0.650118	-0.430495
0.0285714	0.840343	0.576575	-0.428263
0.0285714	0.752043	0.561699	-0.410266
0.0285714	0.770436	0.616485	-0.441564
0.0285714	0.844529	0.628985	-0.44112
0.0285714	0.834905	0.661292	-0.421839
0.0285714	0.83535	0.568796	-0.423912
0.0285714	0.804202	0.624106	-0.441202
0.0285714	0.801544	0.640774	-0.441729
0.0285714	0.81477	0.596896	-0.441652
0.0275229	0.739101	0.654642	-0.424395
0.0275229	0.645114	0.615008	-0.365975
0.0275229	0.616295	0.619001	-0.340827
0.0275229	0.666113	0.651012	-0.38344
0.0275229	0.727141	0.640589	-0.422639
