#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.826168   -0.826168           0
           2   -0.825092    -0.82563 0.000380423
           3   -0.827272   -0.826177 0.000513845
           4    -0.82846   -0.826748  0.00062671
           5   -0.825692   -0.826537 0.000535775
           6   -0.828696   -0.826897 0.000554314
           7     -0.8298   -0.827311 0.000610898
           8    -0.82278   -0.826745 0.000752639
           9   -0.824604   -0.826507 0.000705606
          10   -0.826896   -0.826546 0.000636117
          11   -0.826328   -0.826526 0.000578596
          12   -0.826044   -0.826486 0.000531773
          13    -0.82968   -0.826732 0.000544676
          14    -0.82256   -0.826434 0.000581595
          15   -0.825132   -0.826347 0.000549258
          16   -0.828064   -0.826454 0.000525309
          17   -0.827436   -0.826512 0.000497573
          18   -0.824328   -0.826391 0.000484498
          19   -0.826592   -0.826401 0.000459114
          20   -0.825256   -0.826344 0.000439715
