#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.255641    0.255641           0
           2    0.250448    0.253045  0.00183608
           3    0.249154    0.251748  0.00161854
           4     0.24687    0.250528  0.00160896
           5    0.244562    0.249335  0.00167213
           6    0.249516    0.249365  0.00139371
           7    0.249373    0.249366  0.00119461
           8    0.256432    0.250249  0.00133239
           9    0.252455    0.250495  0.00120668
          10     0.24846    0.250291  0.00110303
          11    0.248625     0.25014  0.00101309
          12    0.247888    0.249952 0.000945889
          13    0.251745     0.25009 0.000883131
          14    0.248133     0.24995 0.000831041
          15    0.249423    0.249915 0.000776382
          16    0.252449    0.250073 0.000743838
          17    0.248243    0.249966 0.000707837
          18    0.250038     0.24997 0.000668524
          19    0.247987    0.249865 0.000641435
          20    0.248145    0.249779 0.000615105
