#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.805068   -0.805068           0
           2   -0.801432    -0.80325  0.00128552
           3   -0.803836   -0.803445 0.000871727
           4   -0.805388   -0.803931 0.000777401
           5   -0.806988   -0.804542 0.000828151
           6    -0.80586   -0.804762 0.000718652
           7   -0.803304   -0.804554 0.000645465
           8   -0.801408   -0.804161 0.000673995
           9    -0.80474   -0.804225 0.000602174
          10   -0.805664   -0.804369 0.000558889
          11   -0.804372   -0.804369 0.000508081
          12   -0.807956   -0.804668  0.00054664
          13   -0.802068   -0.804468  0.00053994
          14   -0.808892   -0.804784 0.000586599
          15   -0.805812   -0.804853 0.000551481
          16   -0.804376   -0.804823 0.000517817
          17   -0.807032   -0.804953 0.000503401
          18   -0.802296   -0.804805   0.0004966
          19   -0.806188   -0.804878 0.000475767
          20   -0.800492   -0.804659  0.00049997
