#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.761772   -0.761772           0
           2   -0.759972   -0.760872 0.000636396
           3    -0.76198   -0.761241 0.000520517
           4   -0.764756    -0.76212 0.000855245
           5    -0.76392    -0.76248 0.000756177
           6   -0.763172   -0.762595 0.000638883
           7   -0.761056   -0.762375 0.000584235
           8   -0.759408   -0.762005 0.000617836
           9     -0.7599   -0.761771 0.000591785
          10   -0.763404   -0.761934 0.000554689
          11   -0.761088   -0.761857 0.000509566
          12     -0.7623   -0.761894 0.000468437
          13   -0.763252   -0.761998 0.000443898
          14   -0.760848   -0.761916 0.000419729
          15   -0.764352   -0.762079  0.00042199
          16   -0.763768   -0.762184 0.000408611
          17   -0.761156   -0.762124 0.000389026
          18   -0.760312   -0.762023 0.000380211
          19   -0.763416   -0.762096   0.0003672
          20   -0.761228   -0.762053 0.000351398
