#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.872396   -0.872396           0
           2   -0.870432   -0.871414 0.000694379
           3   -0.870244   -0.871024 0.000561867
           4   -0.870748   -0.870955 0.000425616
           5   -0.872736   -0.871311 0.000466302
           6   -0.871592   -0.871358 0.000390927
           7   -0.869728   -0.871125 0.000398441
           8   -0.868472   -0.870794 0.000466675
           9   -0.869728   -0.870675 0.000429577
          10   -0.873072   -0.870915 0.000448531
          11   -0.871664   -0.870983 0.000412894
          12   -0.872812   -0.871135 0.000405646
          13   -0.873296   -0.871302 0.000407071
          14   -0.866984   -0.870993 0.000480826
          15   -0.867616   -0.870768 0.000498704
          16   -0.871136   -0.870791 0.000468065
          17   -0.869032   -0.870688 0.000451824
          18    -0.87044   -0.870674 0.000426932
          19   -0.874484   -0.870874 0.000449097
          20   -0.871864   -0.870924  0.00042936
