#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -3.82205    -3.82205           0
           2    -3.82375     -3.8229 0.000600845
           3    -3.81498    -3.82026   0.0021901
           4    -3.81359    -3.81859  0.00218667
           5     -3.8094    -3.81675  0.00240091
           6    -3.81832    -3.81702  0.00201496
           7    -3.80383    -3.81513  0.00245401
           8     -3.8226    -3.81606   0.0023178
           9    -3.82686    -3.81726  0.00235028
          10    -3.80669    -3.81621  0.00234088
          11    -3.81781    -3.81635  0.00213259
          12    -3.80663    -3.81554  0.00210324
          13    -3.80797    -3.81496   0.0020206
          14    -3.82107     -3.8154  0.00192289
          15    -3.82444      -3.816  0.00188694
          16    -3.81694    -3.81606  0.00176992
          17    -3.80713    -3.81553  0.00174201
          18    -3.81147    -3.81531  0.00165979
          19    -3.81099    -3.81508  0.00158791
          20     -3.8041    -3.81453  0.00160061
          21    -3.82139    -3.81486  0.00155731
          22    -3.80277    -3.81431  0.00158054
          23     -3.7929    -3.81338  0.00176473
          24    -3.80176    -3.81289  0.00175636
          25    -3.82046     -3.8132  0.00171198
          26    -3.81838    -3.81339  0.00165769
          27    -3.82975      -3.814  0.00170332
          28    -3.81225    -3.81394  0.00164364
          29    -3.81134    -3.81385   0.0015894
          30    -3.83423    -3.81453  0.00167536
          31     -3.8262     -3.8149  0.00166312
          32    -3.81259    -3.81483  0.00161272
          33    -3.83125    -3.81533  0.00163881
          34    -3.82263    -3.81554  0.00160463
          35    -3.82141    -3.81571   0.0015675
          36    -3.81028    -3.81556  0.00153121
          37    -3.80422    -3.81525  0.00152018
          38    -3.82031    -3.81539    0.001486
          39    -3.81116    -3.81528  0.00145185
          40    -3.82558    -3.81554   0.0014382
          41    -3.80731    -3.81534  0.00141705
          42     -3.8226    -3.81551  0.00139383
          43    -3.80348    -3.81523  0.00138921
          44    -3.82241    -3.81539  0.00136718
          45    -3.80107    -3.81507  0.00137335
          46     -3.7997    -3.81474  0.00138356
          47    -3.82691      -3.815  0.00137812
          48      -3.829    -3.81529  0.00137994
          49    -3.81444    -3.81527  0.00135189
          50    -3.81488    -3.81527  0.00132487
          51    -3.82767    -3.81551  0.00132103
          52    -3.79491    -3.81511  0.00135374
          53    -3.80719    -3.81496  0.00133643
          54    -3.81757    -3.81501  0.00131255
          55    -3.81063    -3.81493   0.0012911
          56    -3.79628     -3.8146  0.00131031
          57    -3.81256    -3.81456  0.00128781
          58    -3.81269    -3.81453  0.00126601
          59    -3.82108    -3.81464  0.00124941
          60    -3.81044    -3.81457  0.00123054
          61    -3.82949    -3.81482  0.00123442
          62    -3.82783    -3.81503  0.00123222
          63    -3.81969     -3.8151  0.00121488
          64    -3.80552    -3.81495  0.00120509
          65    -3.80729    -3.81483  0.00119229
          66    -3.81648    -3.81486  0.00117449
          67    -3.81565    -3.81487  0.00115701
          68    -3.82571    -3.81503  0.00115094
          69    -3.81197    -3.81498  0.00113511
          70    -3.82026    -3.81506   0.0011214
          71    -3.81255    -3.81502  0.00110616
          72    -3.80801    -3.81493  0.00109508
          73    -3.81673    -3.81495  0.00108036
          74    -3.81724    -3.81498   0.0010662
          75    -3.80497    -3.81485  0.00106031
          76    -3.81693    -3.81488  0.00104671
          77    -3.80729    -3.81478  0.00103774
          78    -3.81522    -3.81478  0.00102446
          79    -3.80813     -3.8147  0.00101494
          80    -3.81146    -3.81466  0.00100307
          81    -3.81111    -3.81461 0.000991642
          82    -3.83274    -3.81484  0.00100388
          83    -3.82206    -3.81492 0.000995554
          84    -3.82458    -3.81504 0.000990325
          85    -3.82219    -3.81512  0.00098224
          86    -3.81563    -3.81513 0.000970836
          87    -3.80765    -3.81504 0.000963476
          88    -3.80926    -3.81498 0.000954764
          89    -3.81277    -3.81495 0.000944357
          90    -3.81761    -3.81498 0.000934325
          91    -3.81559    -3.81499 0.000924082
          92    -3.80515    -3.81488 0.000920201
          93    -3.82728    -3.81501 0.000919912
          94    -3.81621    -3.81503 0.000910214
          95    -3.81766    -3.81505 0.000901053
          96    -3.81889    -3.81509 0.000892553
          97    -3.80925    -3.81503  0.00088538
          98    -3.81247    -3.81501 0.000876732
          99    -3.81518    -3.81501 0.000867878
         100    -3.80693    -3.81493 0.000862953
