1000	14.8212	0
2000	15.0464	0.225211
3000	15.2503	0.241771
4000	15.0055	0.29855
5000	15.0508	0.235641
6000	15.226	0.260267
7000	15.2737	0.225063
8000	15.2828	0.195124
9000	15.3269	0.177656
10000	15.1936	0.207444
11000	15.1276	0.198905
12000	15.085	0.186511
13000	15.0298	0.180226
14000	15.0062	0.168513
15000	15.0044	0.156887
16000	15.0813	0.165661
17000	15.2018	0.196792
18000	15.2332	0.188179
19000	15.1688	0.189295
20000	15.1371	0.182347
21000	15.1309	0.173559
22000	15.154	0.167093
23000	15.1696	0.160418
24000	15.1515	0.15465
25000	15.1461	0.148432
26000	15.1004	0.14975
27000	15.0839	0.145038
28000	15.1077	0.141769
29000	15.142	0.141036
30000	15.1174	0.138471
31000	15.1228	0.13404
32000	15.144	0.131495
33000	15.135	0.127761
34000	15.1386	0.123999
35000	15.1328	0.120548
36000	15.1147	0.118537
37000	15.1128	0.115304
38000	15.0953	0.113586
39000	15.0773	0.112084
40000	15.0703	0.109473
41000	15.0634	0.106992
42000	15.052	0.105036
43000	15.0302	0.104841
44000	15.0193	0.103011
45000	15.0155	0.100769
46000	15.0194	0.0986314
47000	15.0182	0.0965175
48000	15.0179	0.0944857
49000	15.034	0.0939278
50000	15.0362	0.0920555
51000	15.0483	0.0910441
52000	15.0467	0.0892906
53000	15.0156	0.0929327
54000	15.0219	0.0914116
55000	15.0155	0.0899621
56000	15.0349	0.0904491
57000	15.0178	0.090483
58000	15.0293	0.0896532
59000	15.0105	0.0901123
60000	15.0006	0.0891494
61000	14.9843	0.0891806
62000	14.9882	0.087818
63000	14.996	0.0867618
64000	14.9936	0.0854293
65000	14.995	0.0841167
66000	14.9991	0.0829369
67000	14.9786	0.0842225
68000	14.9894	0.0836758
69000	14.991	0.0824696
70000	14.9866	0.0814062
71000	14.9816	0.0804074
72000	14.9964	0.0806603
73000	14.9968	0.0795486
74000	14.9895	0.0788067
75000	14.9883	0.0777582
76000	15.0074	0.0790859
77000	15.012	0.0781848
78000	15.0133	0.0771865
79000	14.9948	0.0784075
80000	14.9951	0.0774216
81000	14.9957	0.0764626
82000	14.9841	0.0764104
83000	14.9871	0.0755434
84000	14.9871	0.0746387
85000	14.982	0.0739344
86000	14.9836	0.0730872
87000	14.9854	0.0722648
88000	14.9905	0.0716206
89000	14.9918	0.0708247
90000	14.9853	0.0703378
91000	14.966	0.0722037
92000	14.9751	0.0719957
93000	14.976	0.0712227
94000	14.987	0.0713286
95000	14.9869	0.070574
96000	14.9755	0.0707542
97000	14.977	0.0700362
98000	14.9657	0.0702204
99000	14.9726	0.0698478
100000	14.9595	0.0703775
