#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.781784   -0.781784           0
           2   -0.781068   -0.781426 0.000253144
           3   -0.784988   -0.782613 0.000984033
           4   -0.784204   -0.783011 0.000814423
           5   -0.781376   -0.782684 0.000714175
           6   -0.783612   -0.782839 0.000611664
           7   -0.782812   -0.782835 0.000524295
           8    -0.77922   -0.782383 0.000623789
           9   -0.782856   -0.782436 0.000556688
          10    -0.78358    -0.78255 0.000512648
          11   -0.780484   -0.782362 0.000499265
          12   -0.783332   -0.782443 0.000464155
          13   -0.783984   -0.782562 0.000443329
          14   -0.780192   -0.782392 0.000442794
          15   -0.785148   -0.782576 0.000449774
          16   -0.782692   -0.782583 0.000421721
          17   -0.781992   -0.782548 0.000398346
          18   -0.780704   -0.782446 0.000389172
          19   -0.784132   -0.782535 0.000378671
          20   -0.781076   -0.782462 0.000366694
