#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.568992   -0.568992           0
           2   -0.566068    -0.56753  0.00103379
           3   -0.569496   -0.568185 0.000872522
           4   -0.569176   -0.568433 0.000688646
           5   -0.570364   -0.568819 0.000650253
           6    -0.56706   -0.568526 0.000604376
           7   -0.570084   -0.568749 0.000557515
           8   -0.568524   -0.568721 0.000488532
           9   -0.567432   -0.568577 0.000454745
          10   -0.567916   -0.568511 0.000414051
          11   -0.569364   -0.568589   0.0003836
          12   -0.568896   -0.568614 0.000352487
          13   -0.569428   -0.568677 0.000330882
          14   -0.564324   -0.568366 0.000429149
          15    -0.56736   -0.568299 0.000405746
          16   -0.569544   -0.568377 0.000387777
          17   -0.568216   -0.568367 0.000365082
          18   -0.568996   -0.568402 0.000346467
          19   -0.568676   -0.568417 0.000328531
          20   -0.566048   -0.568298 0.000332767
