#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.613772   -0.613772           0
           2   -0.611296   -0.612534 0.000875398
           3   -0.612272   -0.612447 0.000587939
           4   -0.615924   -0.613316 0.000872494
           5    -0.61206   -0.613065 0.000733266
           6   -0.612784   -0.613018 0.000612546
           7    -0.61244   -0.612935 0.000530576
           8    -0.61226   -0.612851 0.000470923
           9   -0.611176   -0.612665 0.000453887
          10   -0.614128   -0.612811 0.000431436
          11   -0.612276   -0.612763 0.000394949
          12   -0.613488   -0.612823 0.000366634
          13   -0.612864   -0.612826 0.000338445
          14   -0.612056   -0.612771  0.00031871
          15   -0.611392   -0.612679 0.000310441
          16   -0.612436   -0.612664 0.000291411
          17    -0.61272   -0.612667 0.000274287
          18   -0.615452   -0.612822 0.000299518
          19   -0.613852   -0.612876 0.000288618
          20   -0.611052   -0.612785 0.000288239
