#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.86882    -0.86882           0
           2      -0.872    -0.87041   0.0011243
           3   -0.869872   -0.870231 0.000763702
           4   -0.871648   -0.870585 0.000649797
           5   -0.868472   -0.870162 0.000642732
           6   -0.875972   -0.871131  0.00103352
           7   -0.866796   -0.870511   0.0010552
           8   -0.866728   -0.870039  0.00102381
           9   -0.875188   -0.870611  0.00105792
          10   -0.870512   -0.870601 0.000952175
          11     -0.8719   -0.870719 0.000872908
          12   -0.864936   -0.870237  0.00092366
          13    -0.87228   -0.870394 0.000865876
          14   -0.868692   -0.870273 0.000812519
          15    -0.86422   -0.869869 0.000852677
          16   -0.875756   -0.870237 0.000875174
          17    -0.87632   -0.870595 0.000893855
          18   -0.866092   -0.870345 0.000878504
          19   -0.872304   -0.870448 0.000838298
          20   -0.870292    -0.87044 0.000796419
