#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.684116   -0.684116           0
           2   -0.681616   -0.682866 0.000883883
           3    -0.68366   -0.683131 0.000627631
           4   -0.685728    -0.68378 0.000733353
           5   -0.683084   -0.683641 0.000599748
           6   -0.682348   -0.683425 0.000537101
           7   -0.684324   -0.683554 0.000475468
           8     -0.6813   -0.683272 0.000492471
           9   -0.681524   -0.683078 0.000474508
          10   -0.681512   -0.682921 0.000452153
          11   -0.683296   -0.682955  0.00041233
          12   -0.682404   -0.682909  0.00038052
          13   -0.683852   -0.682982 0.000358092
          14   -0.681132    -0.68285 0.000356058
          15   -0.681748   -0.682776 0.000339811
          16   -0.683392   -0.682815 0.000320745
          17   -0.683688   -0.682866 0.000305963
          18   -0.683608   -0.682907 0.000291728
          19   -0.684432   -0.682988 0.000287199
          20   -0.681228     -0.6829 0.000285997
