#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.517168   -0.517168           0
           2   -0.513708   -0.515438  0.00122329
           3   -0.517284   -0.516053 0.000957869
           4   -0.516624   -0.516196 0.000728949
           5     -0.5177   -0.516497  0.00064223
           6   -0.515248   -0.516289 0.000567917
           7   -0.516768   -0.516357 0.000490897
           8   -0.516024   -0.516316 0.000431297
           9   -0.515424   -0.516216 0.000394586
          10    -0.51514   -0.516109 0.000369519
          11    -0.51558   -0.516061 0.000339039
          12   -0.517248    -0.51616 0.000324902
          13   -0.517668   -0.516276 0.000319956
          14   -0.512712   -0.516021 0.000385275
          15   -0.516456    -0.51605 0.000360679
          16   -0.517736   -0.516156 0.000353192
          17   -0.516468   -0.516174 0.000332894
          18     -0.5165   -0.516192 0.000314893
          19    -0.51702   -0.516236  0.00030132
          20   -0.514448   -0.516146 0.000299216
