#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.583648   -0.583648           0
           2   -0.580868   -0.582258 0.000982878
           3   -0.584028   -0.582848 0.000813279
           4   -0.583088   -0.582908 0.000612168
           5   -0.584192   -0.583165 0.000540922
           6    -0.58242   -0.583041 0.000464794
           7   -0.584028   -0.583182  0.00041925
           8    -0.58306   -0.583167  0.00036712
           9   -0.581284   -0.582957 0.000381287
          10    -0.58206   -0.582868  0.00035356
          11    -0.58396   -0.582967 0.000335075
          12     -0.5842    -0.58307 0.000322524
          13    -0.58256    -0.58303 0.000300088
          14   -0.577972   -0.582669 0.000445952
          15   -0.581544   -0.582594 0.000422483
          16   -0.584256   -0.582698 0.000408647
          17   -0.582288   -0.582674  0.00038532
          18   -0.582896   -0.582686  0.00036411
          19   -0.582096   -0.582655 0.000346269
          20   -0.580404   -0.582543 0.000346768
