#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.338648    0.338648           0
           2    0.330515    0.334581  0.00287519
           3    0.368116     0.34576  0.00932612
           4    0.340147    0.344357  0.00709937
           5     0.34729    0.344943  0.00570368
           6    0.324423    0.341523  0.00568675
           7    0.364138    0.344754   0.0057189
           8    0.320271    0.341693  0.00576499
           9    0.335096     0.34096  0.00517084
          10    0.264298    0.333294  0.00863428
          11     0.29122    0.329469  0.00865519
          12    0.333376    0.329795  0.00794005
          13    0.334043    0.330122    0.007336
          14    0.345596    0.331227  0.00689476
          15    0.292891    0.328671  0.00689254
          16    0.280965     0.32569  0.00707735
          17    0.267357    0.322258  0.00744653
          18    0.363908    0.324572  0.00738359
          19    0.315153    0.324076   0.0070116
          20    0.367479    0.326247  0.00698879
