#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.462936   -0.462936           0
           2   -0.459004    -0.46097  0.00139017
           3   -0.462908   -0.461616  0.00106636
           4   -0.463372   -0.462055 0.000885539
           5     -0.4615   -0.461944 0.000715354
           6     -0.4625   -0.462037   0.0006021
           7   -0.464896   -0.462445 0.000639814
           8   -0.462412   -0.462441  0.00055985
           9   -0.462276   -0.462423 0.000497945
          10   -0.462456   -0.462426 0.000448161
          11   -0.461624   -0.462353 0.000413308
          12   -0.463376   -0.462438 0.000387556
          13   -0.461472   -0.462364 0.000364803
          14    -0.46218   -0.462351 0.000338982
          15   -0.461704   -0.462308 0.000319115
          16   -0.463796   -0.462401 0.000312432
          17   -0.462472   -0.462405 0.000294082
          18   -0.463772   -0.462481 0.000287384
          19   -0.460784   -0.462392 0.000285799
          20   -0.461876   -0.462366 0.000272669
