#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.494544   -0.494544           0
           2   -0.490704   -0.492624  0.00135765
           3   -0.494932   -0.493393  0.00110172
           4   -0.493912   -0.493523 0.000833884
           5   -0.494304   -0.493679  0.00068158
           6   -0.492828   -0.493537  0.00058256
           7   -0.494272   -0.493642 0.000508704
           8   -0.493084   -0.493573 0.000449877
           9   -0.492532   -0.493457  0.00041448
          10    -0.49222   -0.493333 0.000391052
          11   -0.492664   -0.493272 0.000360203
          12   -0.494964   -0.493413 0.000356706
          13   -0.495344   -0.493562 0.000358854
          14   -0.490488   -0.493342 0.000394715
          15    -0.49334   -0.493342 0.000368401
          16   -0.494016   -0.493384 0.000347775
          17   -0.492552   -0.493335 0.000330745
          18    -0.49386   -0.493364 0.000313653
          19     -0.4939   -0.493393 0.000298408
          20   -0.491892   -0.493318 0.000292769
