       BLOCK    DISTANCE ACTUAL_GOFR    AVE_GOFR       ERROR
          17     1.11576     2.36005      2.4032  0.00815936
          17     1.14141     2.18433     2.19584  0.00637241
          17     1.16706     1.94826     1.98222  0.00540604
          17     1.19271     1.75374     1.75006  0.00549741
          17     1.21836     1.60012     1.55967  0.00570464
          17     1.24401     1.42012     1.38626  0.00538342
          17     1.26966     1.26643     1.24286   0.0050785
          17     1.29531     1.11738     1.12256  0.00329062
          17     1.32096      1.0073      1.0186  0.00395405
          17     1.34661    0.929924    0.931401  0.00440072
          17     1.37226    0.873817    0.867954  0.00339332
          17     1.39791    0.829653    0.811195  0.00240681
          17     1.42355    0.769125    0.764058  0.00276327
          17      1.4492    0.727861    0.730046  0.00326612
          17     1.47485    0.703775     0.70941   0.0033283
          17      1.5005    0.679168    0.689726  0.00294016
          17     1.52615    0.668531    0.679394  0.00338665
          17      1.5518    0.671677    0.673423  0.00329592
          17     1.57745    0.668102    0.672144  0.00233812
          17      1.6031    0.682774    0.678557    0.003125
          17     1.62875    0.705154    0.686963  0.00238563
          17      1.6544    0.711922    0.699208  0.00321167
          17     1.68005     0.73627    0.726357  0.00271592
          17      1.7057    0.758655      0.7546  0.00241794
          17     1.73135    0.775725    0.785513  0.00304447
          17       1.757    0.816532    0.819405  0.00333892
          17     1.78265    0.867907    0.853847  0.00356182
          17      1.8083    0.908667    0.897224   0.0031086
          17     1.83395    0.924411    0.942985  0.00311585
          17      1.8596    0.975693    0.978025  0.00284981
          17     1.88525     1.01744      1.0232  0.00242797
          17      1.9109     1.06901     1.06268  0.00218135
          17     1.93655     1.09576     1.09959  0.00247688
          17      1.9622     1.12745     1.13081  0.00360433
          17     1.98785     1.15139     1.16651  0.00416828
          17      2.0135     1.19231     1.18669  0.00216066
          17     2.03915     1.19998     1.20607  0.00244836
          17      2.0648     1.20791     1.21245  0.00315275
          17     2.09045     1.21495      1.2165  0.00308116
          17      2.1161     1.20128      1.2021  0.00382903
          17     2.14174     1.18455     1.19216  0.00253877
          17     2.16739     1.17477     1.17478  0.00335711
          17     2.19304     1.14375     1.15038  0.00262752
          17     2.21869     1.12011     1.12064  0.00303339
          17     2.24434     1.09371     1.09178  0.00239186
          17     2.26999      1.0666     1.06472  0.00254099
          17     2.29564     1.02935     1.03556  0.00247178
          17     2.32129     1.00279     1.00783  0.00275629
          17     2.34694    0.984621    0.980787  0.00220264
          17     2.37259    0.955948     0.95988  0.00212481
          17     2.39824    0.932228    0.939146   0.0019406
          17     2.42389    0.939732    0.923631  0.00231627
          17     2.44954    0.916952    0.915129  0.00264071
          17     2.47519    0.906627     0.90304  0.00227747
          17     2.50084    0.888026    0.889555  0.00193348
          17     2.52649    0.897579    0.889129  0.00276545
          17     2.55214    0.885099    0.893165  0.00284854
          18   0.0128248           0           0           0
          18   0.0384745           0           0           0
          18   0.0641241           0           0           0
          18   0.0897737           0           0           0
          18    0.115423           0           0           0
          18    0.141073           0           0           0
          18    0.166723           0           0           0
          18    0.192372           0           0           0
          18    0.218022           0           0           0
          18    0.243672           0           0           0
          18    0.269321           0           0           0
          18    0.294971           0           0           0
          18     0.32062           0           0           0
          18     0.34627           0           0           0
          18     0.37192           0           0           0
          18    0.397569           0           0           0
          18    0.423219           0           0           0
          18    0.448869           0           0           0
          18    0.474518           0           0           0
          18    0.500168           0           0           0
          18    0.525818           0           0           0
          18    0.551467           0           0           0
          18    0.577117           0           0           0
          18    0.602767           0           0           0
          18    0.628416           0           0           0
          18    0.654066           0           0           0
          18    0.679715           0           0           0
          18    0.705365           0           0           0
          18    0.731015           0           0           0
          18    0.756664           0           0           0
          18    0.782314           0           0           0
          18    0.807964           0           0           0
          18    0.833613           0           0           0
          18    0.859263           0  2.3775e-05 1.61421e-05
          18    0.884913 0.000605254  0.00126248 0.000143894
          18    0.910562   0.0233332   0.0247748 0.000596846
          18    0.936212    0.161339    0.164443  0.00148935
          18    0.961861    0.572464    0.569154  0.00240717
          18    0.987511     1.21332     1.20863  0.00340104
          18     1.01316     1.84289     1.86391  0.00830494
          18     1.03881     2.34173     2.33731  0.00690839
          18     1.06446     2.57939     2.55804  0.00441003
          18     1.09011     2.52688     2.55485  0.00608673
          18     1.11576      2.3907      2.4025  0.00773555
          18     1.14141     2.20102     2.19613  0.00602488
          18     1.16706     1.94984     1.98042  0.00539665
          18     1.19271     1.72794     1.74883  0.00532754
          18     1.21836     1.56478     1.55995  0.00539478
          18     1.24401     1.39188     1.38657  0.00509339
          18     1.26966      1.2546     1.24352  0.00483801
          18     1.29531     1.14635     1.12388  0.00336293
          18     1.32096     1.02131     1.01875  0.00373725
          18     1.34661    0.946241    0.932226  0.00423275
          18     1.37226    0.858372    0.867421  0.00324629
          18     1.39791    0.792756    0.810171  0.00248154
          18     1.42355    0.779657    0.764925  0.00274227
          18      1.4492    0.750696    0.731193  0.00327997
          18     1.47485    0.726516     0.71036  0.00327626
          18      1.5005    0.700864    0.690344  0.00284119
          18     1.52615    0.681882    0.679532  0.00320132
          18      1.5518    0.682157    0.673908  0.00314833
          18     1.57745    0.663946    0.671688  0.00225214
          18      1.6031    0.656691    0.677343  0.00317875
          18     1.62875    0.663475    0.685658  0.00258545
          18      1.6544    0.693193    0.698874  0.00305058
          18     1.68005    0.729568    0.726535  0.00257089
          18      1.7057    0.762052    0.755014  0.00231877
          18     1.73135    0.779865      0.7852  0.00289146
          18       1.757    0.826564    0.819803  0.00317702
          18     1.78265    0.840111    0.853084  0.00344472
          18      1.8083    0.896385    0.897177  0.00293625
          18     1.83395    0.939025    0.942765  0.00295051
          18      1.8596    0.969537    0.977553  0.00273022
          18     1.88525     1.00225     1.02204   0.0025568
          18      1.9109     1.04228     1.06155  0.00233619
          18     1.93655     1.10132     1.09968  0.00234113
          18      1.9622     1.12006     1.13021  0.00345318
          18     1.98785     1.16371     1.16635  0.00393961
          18      2.0135     1.20599     1.18776  0.00229134
          18     2.03915      1.2089     1.20623  0.00231737
          18      2.0648     1.21955     1.21284  0.00300217
          18     2.09045     1.23869     1.21773  0.00314704
          18      2.1161     1.22969     1.20363  0.00391097
          18     2.14174     1.20733       1.193  0.00253376
          18     2.16739     1.19504      1.1759  0.00335407
          18     2.19304     1.15153     1.15044  0.00248233
          18     2.21869     1.11762     1.12047   0.0028695
          18     2.24434      1.0875     1.09154  0.00227074
          18     2.26999      1.0505     1.06393  0.00251957
          18     2.29564     1.01564     1.03446  0.00257047
          18     2.32129    0.994558     1.00709      0.0027
          18     2.34694    0.974844    0.980457  0.00210486
          18     2.37259    0.954838      0.9596  0.00202515
          18     2.39824    0.950922      0.9398  0.00193995
          18     2.42389    0.927828    0.923864   0.0021993
          18     2.44954    0.906192    0.914633  0.00254025
          18     2.47519    0.897043    0.902707  0.00217518
          18     2.50084    0.881488    0.889107  0.00187729
          18     2.52649    0.893704    0.889383  0.00262347
          18     2.55214    0.891329    0.893063  0.00269212
          19   0.0128248           0           0           0
          19   0.0384745           0           0           0
          19   0.0641241           0           0           0
          19   0.0897737           0           0           0
          19    0.115423           0           0           0
          19    0.141073           0           0           0
          19    0.166723           0           0           0
          19    0.192372           0           0           0
          19    0.218022           0           0           0
          19    0.243672           0           0           0
          19    0.269321           0           0           0
          19    0.294971           0           0           0
          19     0.32062           0           0           0
          19     0.34627           0           0           0
          19     0.37192           0           0           0
          19    0.397569           0           0           0
          19    0.423219           0           0           0
          19    0.448869           0           0           0
          19    0.474518           0           0           0
          19    0.500168           0           0           0
          19    0.525818           0           0           0
          19    0.551467           0           0           0
          19    0.577117           0           0           0
          19    0.602767           0           0           0
          19    0.628416           0           0           0
          19    0.654066           0           0           0
          19    0.679715           0           0           0
          19    0.705365           0           0           0
          19    0.731015           0           0           0
          19    0.756664           0           0           0
          19    0.782314           0           0           0
          19    0.807964           0           0           0
          19    0.833613           0           0           0
          19    0.859263           0 2.25237e-05 1.53409e-05
          19    0.884913  0.00121051  0.00125974 0.000136346
          19    0.910562   0.0225191   0.0246561 0.000577121
          19    0.936212    0.158357    0.164123  0.00144501
          19    0.961861    0.577401    0.569588  0.00231927
          19    0.987511     1.21315     1.20886  0.00323037
          19     1.01316      1.8432     1.86282  0.00793903
          19     1.03881     2.28271     2.33443  0.00711745
          19     1.06446     2.57594     2.55898  0.00427738
          19     1.09011      2.5928     2.55685  0.00608517
          19     1.11576      2.4531     2.40517  0.00777332
          19     1.14141      2.2287     2.19784  0.00594666
          19     1.16706     1.95947     1.97931  0.00522405
          19     1.19271      1.7591     1.74937  0.00507449
          19     1.21836     1.55071     1.55946  0.00513272
          19     1.24401     1.37954      1.3862  0.00483873
          19     1.26966     1.24401     1.24354  0.00458344
          19     1.29531      1.1216     1.12376  0.00318806
          19     1.32096     1.00274     1.01791  0.00363427
          19     1.34661     0.92773    0.931989  0.00401658
          19     1.37226    0.865175    0.867303  0.00307758
          19     1.39791    0.821818    0.810784  0.00242547
          19     1.42355    0.743971    0.763822  0.00281097
          19      1.4492     0.72438    0.730835  0.00312688
          19     1.47485    0.702025    0.709922  0.00313306
          19      1.5005    0.681369    0.689872  0.00273064
          19     1.52615    0.681173    0.679619  0.00303399
          19      1.5518     0.67797    0.674122  0.00298988
          19     1.57745    0.682503    0.672258  0.00220436
          19      1.6031    0.668255    0.676864  0.00304722
          19     1.62875    0.679875    0.685354  0.00246722
          19      1.6544    0.712982    0.699617  0.00297902
          19     1.68005    0.750416    0.727792  0.00272556
          19      1.7057    0.761859    0.755374  0.00222454
          19     1.73135    0.785898    0.785236  0.00273951
          19       1.757    0.806055    0.819079  0.00309111
          19     1.78265    0.867541    0.853845   0.0033464
          19      1.8083    0.911386    0.897925  0.00287536
          19     1.83395    0.969674    0.944181  0.00311664
          19      1.8596    0.978002    0.977577  0.00258662
          19     1.88525     1.01094     1.02145  0.00248797
          19      1.9109     1.04885     1.06088  0.00230694
          19     1.93655     1.08698     1.09902  0.00231148
          19      1.9622     1.13201     1.13031  0.00327274
          19     1.98785     1.16243     1.16615  0.00373765
          19      2.0135     1.17915     1.18731  0.00221514
          19     2.03915     1.17016     1.20433  0.00286958
          19      2.0648     1.19475     1.21189  0.00299143
          19     2.09045     1.19631      1.2166   0.0031769
          19      2.1161     1.20189     1.20354   0.0037062
          19     2.14174     1.18595     1.19263  0.00242747
          19     2.16739     1.17184     1.17569  0.00318434
          19     2.19304     1.15792     1.15084  0.00238265
          19     2.21869     1.12525     1.12072  0.00272947
          19     2.24434     1.10582     1.09229  0.00227222
          19     2.26999     1.08977     1.06529  0.00272958
          19     2.29564     1.06922     1.03629  0.00301675
          19     2.32129     1.03734     1.00869  0.00299054
          19     2.34694     1.02083    0.982582  0.00287307
          19     2.37259    0.970795    0.960189  0.00200244
          19     2.39824    0.935422     0.93957  0.00185148
          19     2.42389    0.923594     0.92385  0.00208359
          19     2.44954    0.910486    0.914414  0.00241591
          19     2.47519    0.885747    0.901814  0.00223635
          19     2.50084    0.887897    0.889043  0.00177956
          19     2.52649    0.883889    0.889094  0.00250128
          19     2.55214    0.871769    0.891943  0.00277392
          20   0.0128248           0           0           0
          20   0.0384745           0           0           0
          20   0.0641241           0           0           0
          20   0.0897737           0           0           0
          20    0.115423           0           0           0
          20    0.141073           0           0           0
          20    0.166723           0           0           0
          20    0.192372           0           0           0
          20    0.218022           0           0           0
          20    0.243672           0           0           0
          20    0.269321           0           0           0
          20    0.294971           0           0           0
          20     0.32062           0           0           0
          20     0.34627           0           0           0
          20     0.37192           0           0           0
          20    0.397569           0           0           0
          20    0.423219           0           0           0
          20    0.448869           0           0           0
          20    0.474518           0           0           0
          20    0.500168           0           0           0
          20    0.525818           0           0           0
          20    0.551467           0           0           0
          20    0.577117           0           0           0
          20    0.602767           0           0           0
          20    0.628416           0           0           0
          20    0.654066           0           0           0
          20    0.679715           0           0           0
          20    0.705365           0           0           0
          20    0.731015           0           0           0
          20    0.756664           0           0           0
          20    0.782314           0           0           0
          20    0.807964           0           0           0
          20    0.833613           0           0           0
          20    0.859263           0 2.13975e-05 1.46151e-05
          20    0.884913  0.00146728  0.00127012 0.000129923
          20    0.910562   0.0201806   0.0244323 0.000590057
          20    0.936212    0.179151    0.164874   0.0015559
          20    0.961861    0.570353    0.569626  0.00220363
          20    0.987511     1.19277     1.20806   0.0031675
          20     1.01316     1.86232      1.8628  0.00754212
          20     1.03881     2.32665     2.33404   0.0067722
          20     1.06446     2.55923     2.55899  0.00406353
          20     1.09011     2.53969     2.55599   0.0058411
          20     1.11576     2.41055     2.40543  0.00738932
          20     1.14141     2.22257     2.19908  0.00577642
          20     1.16706     1.97997     1.97935  0.00496295
          20     1.19271     1.76416     1.75011  0.00487433
          20     1.21836     1.57015        1.56  0.00490381
          20     1.24401     1.38477     1.38613  0.00459732
          20     1.26966     1.21776     1.24225  0.00453189
          20     1.29531     1.10847     1.12299  0.00311891
          20     1.32096     1.03419     1.01872  0.00354253
          20     1.34661    0.948419    0.932811  0.00389885
          20     1.37226    0.879072    0.867891  0.00297943
          20     1.39791    0.804847    0.810487  0.00232229
          20     1.42355    0.787517    0.765007  0.00290939
          20      1.4492    0.748897    0.731738  0.00309821
          20     1.47485    0.723743    0.710613  0.00305167
          20      1.5005    0.699339    0.690345  0.00263482
          20     1.52615    0.663746    0.678825  0.00298429
          20      1.5518    0.647563    0.672794  0.00312138
          20     1.57745    0.665337    0.671912  0.00212113
          20      1.6031    0.671038    0.676573  0.00290875
          20     1.62875    0.673459    0.684759  0.00241448
          20      1.6544    0.678762    0.698574  0.00300702
          20     1.68005    0.700064    0.726406  0.00292068
          20      1.7057    0.728793    0.754045  0.00247876
          20     1.73135    0.781518     0.78505  0.00260884
          20       1.757    0.818366    0.819044  0.00293676
          20     1.78265    0.864508    0.854378  0.00322128
          20      1.8083    0.907384    0.898398  0.00277022
          20     1.83395    0.943568     0.94415  0.00296096
          20      1.8596     0.99781    0.978589  0.00264774
          20     1.88525     1.02568     1.02166  0.00237255
          20      1.9109     1.07479     1.06158  0.00229402
          20     1.93655     1.10541     1.09934  0.00221791
          20      1.9622     1.15586     1.13158  0.00334923
          20     1.98785     1.17399     1.16654  0.00357127
          20      2.0135     1.20886     1.18839  0.00235181
          20     2.03915      1.2045     1.20434  0.00272612
          20      2.0648     1.20461     1.21153  0.00286389
          20     2.09045     1.20857      1.2162  0.00304338
          20      2.1161     1.20391     1.20356  0.00352094
          20     2.14174     1.17727     1.19186   0.0024246
          20     2.16739     1.17339     1.17557  0.00302719
          20     2.19304     1.13518     1.15005  0.00238864
          20     2.21869     1.12206     1.12079  0.00259381
          20     2.24434     1.10653       1.093  0.00226744
          20     2.26999     1.06388     1.06522  0.00259401
          20     2.29564     1.02352     1.03565  0.00293263
          20     2.32129     1.01046     1.00877  0.00284232
          20     2.34694    0.971903    0.982048  0.00277858
          20     2.37259    0.948267    0.959593  0.00198907
          20     2.39824    0.945031    0.939843  0.00177893
          20     2.42389    0.914791    0.923397  0.00202805
          20     2.44954       0.902    0.913794  0.00237351
          20     2.47519    0.901101    0.901779  0.00212482
          20     2.50084    0.898694    0.889526  0.00175478
          20     2.52649    0.902019     0.88974  0.00245828
          20     2.55214    0.895014    0.892096  0.00263948
          21   0.0128248           0           0           0
          21   0.0384745           0           0           0
          21   0.0641241           0           0           0
          21   0.0897737           0           0           0
          21    0.115423           0           0           0
          21    0.141073           0           0           0
          21    0.166723           0           0           0
          21    0.192372           0           0           0
          21    0.218022           0           0           0
          21    0.243672           0           0           0
          21    0.269321           0           0           0
          21    0.294971           0           0           0
          21     0.32062           0           0           0
          21     0.34627           0           0           0
          21     0.37192           0           0           0
          21    0.397569           0           0           0
          21    0.423219           0           0           0
          21    0.448869           0           0           0
          21    0.474518           0           0           0
          21    0.500168           0           0           0
          21    0.525818           0           0           0
          21    0.551467           0           0           0
          21    0.577117           0           0           0
          21    0.602767           0           0           0
          21    0.628416           0           0           0
          21    0.654066           0           0           0
          21    0.679715           0           0           0
          21    0.705365           0           0           0
          21    0.731015           0           0           0
          21    0.756664           0           0           0
          21    0.782314           0           0           0
          21    0.807964           0           0           0
          21    0.833613           0           0           0
          21    0.859263           0 2.03786e-05 1.39546e-05
          21    0.884913 0.000605254  0.00123846 0.000127536
          21    0.910562   0.0257237   0.0244938 0.000565154
          21    0.936212    0.168025    0.165024  0.00148902
          21    0.961861    0.566549     0.56948  0.00210356
          21    0.987511     1.17138     1.20631  0.00346481
          21     1.01316     1.79062     1.85936  0.00792748
          21     1.03881     2.29534      2.3322  0.00669586
          21     1.06446     2.52593     2.55742  0.00416383
          21     1.09011     2.53667     2.55507  0.00563497
          21     1.11576     2.42052     2.40615  0.00707228
          21     1.14141     2.23644     2.20086   0.0057688
          21     1.16706     1.99637     1.98016   0.0047924
          21     1.19271     1.77444     1.75127  0.00477789
          21     1.21836     1.60747     1.56226  0.00516509
          21     1.24401     1.40792     1.38717  0.00449393
          21     1.26966      1.2468     1.24247  0.00432126
          21     1.29531      1.1394     1.12378   0.0030667
          21     1.32096     1.03344     1.01942  0.00344246
          21     1.34661    0.952735    0.933759   0.0038269
          21     1.37226    0.889118    0.868902  0.00300412
          21     1.39791     0.83363    0.811589  0.00245933
          21     1.42355    0.771201    0.765302  0.00278576
          21      1.4492    0.759046    0.733038  0.00321201
          21     1.47485    0.715271    0.710834   0.0029144
          21      1.5005    0.679251    0.689817  0.00256177
          21     1.52615     0.65396    0.677641   0.0030681
          21      1.5518    0.653432    0.671872  0.00310593
          21     1.57745    0.655969    0.671152   0.0021517
          21      1.6031    0.673692    0.676436  0.00277347
          21     1.62875    0.680747    0.684568  0.00230705
          21      1.6544    0.694851    0.698397  0.00286905
          21     1.68005    0.724734    0.726326  0.00278269
          21      1.7057    0.748288    0.753771  0.00237584
          21     1.73135    0.765002    0.784096  0.00265355
          21       1.757    0.799718    0.818123  0.00293758
          21     1.78265    0.831369    0.853283  0.00324888
          21      1.8083     0.88233    0.897633  0.00274194
          21     1.83395    0.918492    0.942928  0.00306169
          21      1.8596    0.976989    0.978513  0.00252275
          21     1.88525     1.00654     1.02094  0.00236629
          21      1.9109     1.05721     1.06137   0.0021942
          21     1.93655     1.09045     1.09891  0.00215224
          21      1.9622     1.13643     1.13181  0.00319769
          21     1.98785     1.17228     1.16681  0.00341167
          21      2.0135     1.18703     1.18832   0.0022407
          21     2.03915     1.20412     1.20433  0.00259632
          21      2.0648     1.22101     1.21198  0.00276287
          21     2.09045     1.22586     1.21666  0.00293298
          21      2.1161      1.2018     1.20348  0.00335427
          21     2.14174     1.19411     1.19197  0.00231149
          21     2.16739     1.18905     1.17622  0.00295023
          21     2.19304     1.15939      1.1505  0.00231594
          21     2.21869     1.14749     1.12206   0.0027645
          21     2.24434     1.13006     1.09477  0.00276198
          21     2.26999      1.0845     1.06614  0.00262797
          21     2.29564     1.05501     1.03657  0.00293435
          21     2.32129      1.0226     1.00943  0.00278215
          21     2.34694    0.998861    0.982848  0.00275921
          21     2.37259     0.96644    0.959919  0.00192088
          21     2.39824    0.934842    0.939605  0.00171008
          21     2.42389    0.928107    0.923621  0.00194384
          21     2.44954    0.915772    0.913888  0.00226236
          21     2.47519    0.905506    0.901956  0.00203104
          21     2.50084    0.895246    0.889798  0.00169223
          21     2.52649    0.876781    0.889123  0.00241744
          21     2.55214     0.87324    0.891198  0.00266214
          22   0.0128248           0           0           0
          22   0.0384745           0           0           0
          22   0.0641241           0           0           0
          22   0.0897737           0           0           0
          22    0.115423           0           0           0
          22    0.141073           0           0           0
          22    0.166723           0           0           0
          22    0.192372           0           0           0
          22    0.218022           0           0           0
          22    0.243672           0           0           0
          22    0.269321           0           0           0
          22    0.294971           0           0           0
          22     0.32062           0           0           0
          22     0.34627           0           0           0
          22     0.37192           0           0           0
          22    0.397569           0           0           0
          22    0.423219           0           0           0
          22    0.448869           0           0           0
          22    0.474518           0           0           0
          22    0.500168           0           0           0
          22    0.525818           0           0           0
          22    0.551467           0           0           0
          22    0.577117           0           0           0
          22    0.602767           0           0           0
          22    0.628416           0           0           0
          22    0.654066           0           0           0
          22    0.679715           0           0           0
          22    0.705365           0           0           0
          22    0.731015           0           0           0
          22    0.756664           0           0           0
          22    0.782314           0           0           0
          22    0.807964           0           0           0
          22    0.833613           0           0           0
          22    0.859263           0 1.94523e-05 1.33511e-05
          22    0.884913  0.00144894  0.00124802 0.000122097
          22    0.910562   0.0312322   0.0248001 0.000616906
          22    0.936212    0.173252    0.165398  0.00146755
          22    0.961861    0.574715    0.569718  0.00202136
          22    0.987511     1.21417     1.20667  0.00332568
          22     1.01316     1.87523     1.86008  0.00759989
          22     1.03881     2.33618     2.33238  0.00639395
          22     1.06446      2.5361     2.55645  0.00408579
          22     1.09011     2.51456     2.55323  0.00567171
          22     1.11576     2.39043     2.40544  0.00678682
          22     1.14141     2.20383     2.20099  0.00550816
          22     1.16706     2.02298      1.9821   0.0049541
          22     1.19271     1.78078     1.75261  0.00474525
          22     1.21836     1.54882     1.56165  0.00496629
          22     1.24401     1.39232      1.3874  0.00429577
          22     1.26966     1.23206       1.242  0.00415065
          22     1.29531     1.12385     1.12378  0.00292731
          22     1.32096     1.01424     1.01919  0.00329402
          22     1.34661    0.938835     0.93399   0.0036599
          22     1.37226    0.860271     0.86851  0.00289307
          22     1.39791    0.808044    0.811428  0.00235281
          22     1.42355    0.752391    0.764715  0.00272025
          22      1.4492    0.703774    0.731708  0.00333007
          22     1.47485    0.701992    0.710433  0.00280951
          22      1.5005    0.700991    0.690325  0.00249517
          22     1.52615    0.673015    0.677431  0.00293584
          22      1.5518    0.665826    0.671597  0.00297689
          22     1.57745     0.66035    0.670661  0.00210918
          22      1.6031    0.663649    0.675855  0.00270762
          22     1.62875    0.666215    0.683734  0.00234818
          22      1.6544    0.679486    0.697537  0.00286451
          22     1.68005    0.732387    0.726602  0.00266981
          22      1.7057    0.770039    0.754511  0.00238014
          22     1.73135    0.801049    0.784866  0.00264245
          22       1.757     0.82836    0.818589  0.00284066
          22     1.78265    0.868517    0.853975  0.00317414
          22      1.8083    0.907951    0.898102  0.00265711
          22     1.83395    0.950508    0.943273  0.00294184
          22      1.8596     0.99317    0.979179  0.00249452
          22     1.88525     1.03275     1.02148  0.00231876
          22      1.9109     1.07136     1.06182  0.00214095
          22     1.93655     1.11506     1.09965  0.00217593
          22      1.9622     1.17054     1.13358  0.00350338
          22     1.98785     1.17709     1.16728  0.00328841
          22      2.0135     1.19117     1.18845  0.00214258
          22     2.03915      1.2025     1.20425  0.00247965
          22      2.0648     1.20864     1.21183  0.00264146
          22     2.09045     1.20823     1.21628  0.00282457
          22      2.1161     1.18704     1.20273  0.00328398
          22     2.14174     1.17402     1.19116  0.00234609
          22     2.16739     1.17062     1.17596  0.00282705
          22     2.19304     1.16789     1.15129  0.00234177
          22     2.21869     1.11515     1.12175  0.00265663
          22     2.24434     1.08631     1.09438  0.00266303
          22     2.26999     1.05241     1.06551  0.00258147
          22     2.29564     1.02265     1.03594  0.00286842
          22     2.32129    0.996091     1.00883  0.00272098
          22     2.34694    0.973014    0.982401  0.00266975
          22     2.37259    0.958859    0.959871  0.00183417
          22     2.39824    0.922389    0.938822  0.00180253
          22     2.42389     0.91149     0.92307  0.00193211
          22     2.44954     0.90516    0.913491  0.00219403
          22     2.47519    0.907937    0.902228  0.00195683
          22     2.50084    0.906132    0.890541  0.00177071
          22     2.52649      0.8951    0.889395  0.00232277
          22     2.55214    0.885732     0.89095   0.0025527
          23   0.0128248           0           0           0
          23   0.0384745           0           0           0
          23   0.0641241           0           0           0
          23   0.0897737           0           0           0
          23    0.115423           0           0           0
          23    0.141073           0           0           0
          23    0.166723           0           0           0
          23    0.192372           0           0           0
          23    0.218022           0           0           0
          23    0.243672           0           0           0
          23    0.269321           0           0           0
          23    0.294971           0           0           0
          23     0.32062           0           0           0
          23     0.34627           0           0           0
          23     0.37192           0           0           0
          23    0.397569           0           0           0
          23    0.423219           0           0           0
          23    0.448869           0           0           0
          23    0.474518           0           0           0
          23    0.500168           0           0           0
          23    0.525818           0           0           0
          23    0.551467           0           0           0
          23    0.577117           0           0           0
          23    0.602767           0           0           0
          23    0.628416           0           0           0
          23    0.654066           0           0           0
          23    0.679715           0           0           0
          23    0.705365           0           0           0
          23    0.731015           0           0           0
          23    0.756664           0           0           0
          23    0.782314           0           0           0
          23    0.807964           0           0           0
          23    0.833613           0           0           0
          23    0.859263           0 1.86065e-05 1.27973e-05
          23    0.884913 0.000751983  0.00122646 0.000118678
          23    0.910562   0.0269536   0.0248937 0.000597147
          23    0.936212    0.163207    0.165303  0.00140683
          23    0.961861    0.557607    0.569191  0.00200087
          23    0.987511     1.22581      1.2075   0.0032835
          23     1.01316     1.92606     1.86295  0.00779212
          23     1.03881     2.31747     2.33173  0.00614873
          23     1.06446     2.55581     2.55642  0.00390824
          23     1.09011     2.53483     2.55243  0.00548124
          23     1.11576     2.37382     2.40406  0.00662952
          23     1.14141     2.16033     2.19923  0.00554521
          23     1.16706     1.97751      1.9819  0.00474273
          23     1.19271      1.7737     1.75353  0.00462668
          23     1.21836     1.58743     1.56277  0.00487522
          23     1.24401     1.44103     1.38973  0.00469939
          23     1.26966     1.23745      1.2418  0.00397488
          23     1.29531     1.11163     1.12325  0.00284727
          23     1.32096      1.0276     1.01955  0.00317106
          23     1.34661     0.94114    0.934301  0.00351395
          23     1.37226    0.854978    0.867922  0.00282648
          23     1.39791    0.784179    0.810243  0.00253128
          23     1.42355     0.76546    0.764747  0.00260217
          23      1.4492    0.738824    0.732018  0.00319962
          23     1.47485    0.700764    0.710012  0.00271862
          23      1.5005    0.681937     0.68996  0.00241319
          23     1.52615    0.692976    0.678107  0.00288495
          23      1.5518    0.660094    0.671097  0.00288916
          23     1.57745     0.65796    0.670109  0.00208852
          23      1.6031    0.663051    0.675298   0.0026465
          23     1.62875    0.680335    0.683586  0.00225073
          23      1.6544    0.698635    0.697585  0.00274037
          23     1.68005    0.719421     0.72629  0.00257192
          23      1.7057      0.7602    0.754758  0.00228947
          23     1.73135     0.78549    0.784893   0.0025277
          23       1.757    0.819878    0.818645   0.0027177
          23     1.78265    0.881575    0.855175  0.00325507
          23      1.8083    0.927708    0.899389  0.00283629
          23     1.83395    0.954381    0.943756   0.0028533
          23      1.8596    0.991592    0.979718  0.00244375
          23     1.88525     1.01279      1.0211   0.0022485
          23      1.9109     1.05369     1.06147  0.00207688
          23     1.93655     1.08622     1.09906  0.00215819
          23      1.9622     1.13426      1.1336  0.00335119
          23     1.98785     1.16766      1.1673  0.00314548
          23      2.0135     1.18996     1.18852  0.00205042
          23     2.03915      1.1883     1.20355  0.00246682
          23      2.0648      1.2161     1.21201  0.00253314
          23     2.09045     1.20752      1.2159  0.00272731
          23      2.1161     1.19929     1.20258   0.0031446
          23     2.14174     1.19343     1.19125  0.00224617
          23     2.16739     1.17932     1.17611   0.0027079
          23     2.19304     1.15614      1.1515  0.00224942
          23     2.21869     1.11234     1.12134  0.00257239
          23     2.24434     1.09291     1.09432  0.00254802
          23     2.26999     1.04823     1.06476  0.00257621
          23     2.29564     1.01926     1.03521  0.00283386
          23     2.32129     1.01539     1.00911   0.0026176
          23     2.34694     0.99636    0.983008  0.00262175
          23     2.37259    0.962276    0.959976   0.0017574
          23     2.39824    0.959378    0.939716  0.00193307
          23     2.42389     0.93816    0.923726  0.00195632
          23     2.44954    0.920363     0.91379  0.00211888
          23     2.47519    0.893763     0.90186  0.00190605
          23     2.50084    0.902021     0.89104  0.00176267
          23     2.52649    0.892539    0.889532   0.0022258
          23     2.55214     0.88362    0.890631  0.00246153
          24   0.0128248           0           0           0
          24   0.0384745           0           0           0
          24   0.0641241           0           0           0
          24   0.0897737           0           0           0
          24    0.115423           0           0           0
          24    0.141073           0           0           0
          24    0.166723           0           0           0
          24    0.192372           0           0           0
