#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.70408    -0.70408           0
           2   -0.699264   -0.701672  0.00170271
           3    -0.70078   -0.701375  0.00116081
           4   -0.699884   -0.701002 0.000928505
           5   -0.701048   -0.701011 0.000742849
           6   -0.700628   -0.700947 0.000621781
           7   -0.700732   -0.700917 0.000533715
           8    -0.70108   -0.700937 0.000467392
           9   -0.699472   -0.700774 0.000442898
          10   -0.702612   -0.700958  0.00043507
          11   -0.703604   -0.701199 0.000457205
          12   -0.701464   -0.701221 0.000419639
          13   -0.705748   -0.701569  0.00051186
          14   -0.698504    -0.70135 0.000520012
          15   -0.705652   -0.701637 0.000558865
          16   -0.701224   -0.701611 0.000524531
          17    -0.70188   -0.701627 0.000493915
          18   -0.698632    -0.70146 0.000493703
          19     -0.7015   -0.701463 0.000467723
          20    -0.70018   -0.701398 0.000448712
