#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.452715    0.452715           0
           2    0.439585     0.44615    0.004642
           3    0.448287    0.446862  0.00314885
           4    0.420207    0.440198  0.00623551
           5    0.446908     0.44154  0.00513077
           6    0.455704    0.443901    0.004788
           7    0.410133    0.439077  0.00606544
           8    0.433089    0.438328  0.00535325
           9    0.432592    0.437691  0.00479623
          10    0.427377     0.43666  0.00442612
          11    0.432314    0.436265  0.00404134
          12    0.444572    0.436957  0.00376339
          13    0.411056    0.434964  0.00396638
          14    0.387974    0.431608  0.00490165
          15    0.462071    0.433639  0.00497784
          16     0.41611    0.432543  0.00478577
          17    0.415761    0.431556  0.00460495
          18    0.448942    0.432522  0.00444927
          19    0.430803    0.432431  0.00421601
          20    0.460815    0.433851  0.00423735
