#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.598472   -0.598472           0
           2   -0.596972   -0.597722  0.00053033
           3   -0.598784   -0.598076 0.000456666
           4   -0.598868   -0.598274 0.000383026
           5   -0.599848   -0.598589 0.000416141
           6   -0.597336    -0.59838 0.000395715
           7   -0.599012    -0.59847 0.000349332
           8   -0.597976   -0.598409 0.000311082
           9   -0.595704   -0.598108 0.000395889
          10   -0.597196   -0.598017 0.000366655
          11   -0.599076   -0.598113 0.000345735
          12   -0.598724   -0.598164  0.00032065
          13   -0.597316   -0.598099 0.000302547
          14   -0.593708   -0.597785 0.000412627
          15   -0.596776   -0.597718 0.000390565
          16   -0.599364   -0.597821 0.000379463
          17   -0.597996   -0.597831 0.000357282
          18   -0.598028   -0.597842   0.0003376
          19    -0.59766   -0.597832 0.000319968
          20   -0.595036   -0.597693 0.000333121
