       BLOCK    VELOCITY ACTUAL_POFV    AVE_POFV       ERROR
           4     2.54558    0.281443    0.356408   0.0432474
           4     2.73415    0.180901    0.266031   0.0408151
           4     2.92271    0.261286     0.22021   0.0262741
           4     3.11127    0.131355    0.149358   0.0151115
           4     3.29983   0.0785674   0.0910768   0.0139666
           4     3.48839   0.0270567   0.0639772   0.0154558
           4     3.67696   0.0272285   0.0498351  0.00919249
           4     3.86552   0.0163764   0.0312797   0.0099373
           4     4.05408   0.0357973   0.0318996  0.00400983
           4     4.24264   0.0489082   0.0220541  0.00795218
           4      4.4312   0.0208204  0.00901684  0.00353123
           4     4.61976  0.00373195  0.00346188  0.00159651
           4     4.80833           0 0.000859331 0.000744203
           4     4.99689           0           0           0
           4     5.18545           0           0           0
           4     5.37401           0           0           0
           4     5.56257           0           0           0
           5   0.0942809  0.00358464  0.00219498 0.000467635
           5    0.282843    0.138254   0.0591514   0.0211883
           5    0.471405    0.195977    0.128659   0.0250499
           5    0.659966    0.181564    0.170874    0.022168
           5    0.848528    0.288539    0.244615   0.0269241
           5     1.03709    0.346826    0.339937   0.0441403
           5     1.22565    0.626354    0.439432    0.052203
           5     1.41421    0.474179     0.41378   0.0317412
           5     1.60278    0.568411    0.486205   0.0311596
           5     1.79134    0.428291    0.542125   0.0306691
           5      1.9799    0.414198    0.462261   0.0213478
           5     2.16846      0.4374    0.419133   0.0419001
           5     2.35702    0.202188    0.359053   0.0493208
           5     2.54558    0.259641    0.337054   0.0386867
           5     2.73415    0.130888    0.239002   0.0406274
           5     2.92271    0.229515    0.222071   0.0210851
           5     3.11127    0.105379    0.140562   0.0144237
           5     3.29983   0.0754247   0.0879464   0.0115187
           5     3.48839   0.0527875   0.0617393   0.0125256
           5     3.67696   0.0333666   0.0465414  0.00792212
           5     3.86552   0.0211887   0.0292615   0.0081522
           5     4.05408   0.0255835   0.0306364  0.00340102
           5     4.24264   0.0523455   0.0281124  0.00835667
           5      4.4312  0.00937899  0.00908927  0.00282573
           5     4.61976  0.00203784  0.00317707  0.00130237
           5     4.80833           0 0.000687465 0.000614887
           5     4.99689           0           0           0
           5     5.18545           0           0           0
           5     5.37401           0           0           0
           5     5.56257           0           0           0
           6   0.0942809   0.0026271    0.002267 0.000395203
           6    0.282843   0.0592693   0.0591711   0.0176569
           6    0.471405    0.209038    0.142056   0.0241934
           6    0.659966    0.334353    0.198121   0.0309824
           6    0.848528    0.388074    0.268525   0.0313019
           6     1.03709    0.418887    0.353095   0.0386952
           6     1.22565    0.419845    0.436168   0.0436044
           6     1.41421    0.558541    0.437907     0.03442
           6     1.60278    0.346139     0.46286   0.0335914
           6     1.79134    0.434772    0.524233   0.0303309
           6      1.9799    0.489426    0.466789   0.0182636
           6     2.16846    0.407986    0.417275   0.0349579
           6     2.35702    0.294039    0.348217   0.0422742
           6     2.54558    0.256817    0.323681   0.0344728
           6     2.73415    0.168355    0.227228   0.0355214
           6     2.92271    0.130348    0.206784   0.0224384
           6     3.11127    0.099486    0.133716   0.0135474
           6     3.29983   0.0485154   0.0813746   0.0113195
           6     3.48839   0.0571332   0.0609716   0.0104615
           6     3.67696   0.0587783   0.0485809  0.00685927
           6     3.86552   0.0531067   0.0332357  0.00770153
           6     4.05408    0.022981   0.0293605  0.00306418
           6     4.24264   0.0127672   0.0255549  0.00734484
           6      4.4312  0.00842145  0.00897796  0.00235696
           6     4.61976  0.00775853  0.00394065  0.00128987
           6     4.80833  0.00788129  0.00188644  0.00120851
           6     4.99689  0.00623629  0.00103938 0.000948821
           6     5.18545  0.00171866 0.000286444 0.000261486
           6     5.37401           0           0           0
           6     5.56257           0           0           0
           7   0.0942809   0.0137247  0.00390382   0.0015528
           7    0.282843   0.0657757   0.0601146   0.0151597
           7    0.471405    0.179895    0.147461   0.0213325
           7    0.659966    0.319499    0.215461   0.0310315
           7    0.848528     0.30165    0.273257   0.0271856
           7     1.03709    0.434601    0.364739   0.0348752
           7     1.22565    0.438554    0.436509   0.0373766
           7     1.41421    0.366984    0.427775   0.0309582
           7     1.60278    0.386724    0.451984   0.0305027
           7     1.79134    0.606099    0.535928   0.0281625
           7      1.9799     0.41572    0.459493   0.0170495
           7     2.16846    0.438333    0.420283   0.0300931
           7     2.35702    0.370323    0.351375   0.0363528
           7     2.54558    0.287557    0.318521   0.0299319
           7     2.73415    0.190722    0.222013   0.0308274
           7     2.92271    0.137149    0.196836   0.0213243
           7     3.11127    0.123793    0.132298    0.011686
           7     3.29983   0.0233738   0.0730887   0.0123687
           7     3.48839   0.0174567   0.0547552   0.0106551
           7     3.67696    0.081661   0.0533066  0.00732866
           7     3.86552   0.0954103   0.0421177   0.0105451
           7     4.05408  0.00682554   0.0261412  0.00397258
           7     4.24264  0.00147314   0.0221146  0.00705541
           7      4.4312           0   0.0076954  0.00234338
           7     4.61976           0   0.0033777  0.00122229
           7     4.80833           0  0.00161695  0.00106549
           7     4.99689           0 0.000890898 0.000824812
           7     5.18545           0 0.000245523  0.00022731
           7     5.37401           0           0           0
           7     5.56257           0           0           0
           8   0.0942809  0.00476315  0.00401124  0.00136241
           8    0.282843   0.0538432   0.0593307    0.013285
           8    0.471405    0.201083    0.154164   0.0196908
           8    0.659966    0.245302    0.219191   0.0273758
           8    0.848528    0.306609    0.277426   0.0241049
           8     1.03709    0.406071    0.369905   0.0308961
           8     1.22565    0.520534    0.447012   0.0341484
           8     1.41421    0.386134     0.42257   0.0275225
           8     1.60278    0.403125    0.445876   0.0272945
           8     1.79134    0.585254    0.542094   0.0253081
           8      1.9799    0.473983    0.461304   0.0150142
           8     2.16846    0.348078    0.411257   0.0276518
           8     2.35702    0.349011     0.35108   0.0318099
           8     2.54558    0.334918     0.32057   0.0262605
           8     2.73415    0.162463    0.214569   0.0278582
           8     2.92271    0.124186    0.187755   0.0205015
           8     3.11127   0.0909418    0.127129    0.011311
           8     3.29983   0.0639342   0.0719444   0.0108754
           8     3.48839    0.116574   0.0624826   0.0117971
           8     3.67696   0.0800897   0.0566545  0.00713641
           8     3.86552   0.0378106   0.0415794  0.00924068
           8     4.05408  0.00680099   0.0237237  0.00414687
           8     4.24264  0.00179232   0.0195743  0.00661501
           8      4.4312           0  0.00673347   0.0022392
           8     4.61976           0  0.00295549   0.0011401
           8     4.80833           0  0.00141483 0.000951283
           8     4.99689           0 0.000779536 0.000729189
           8     5.18545           0 0.000214833 0.000200958
           8     5.37401           0           0           0
           8     5.56257           0           0           0
           9   0.0942809  0.00329001   0.0039311  0.00121339
           9    0.282843   0.0384489   0.0570105   0.0120098
           9    0.471405    0.127402     0.15119   0.0177261
           9    0.659966    0.272138    0.225074   0.0249582
           9    0.848528    0.383041    0.289161   0.0241145
           9     1.03709    0.410539     0.37442   0.0277911
           9     1.22565    0.431016    0.445234   0.0304003
           9     1.41421    0.418789     0.42215   0.0244677
           9     1.60278    0.492912    0.451102   0.0247571
           9     1.79134    0.498338    0.537232   0.0229583
           9      1.9799    0.477346    0.463087   0.0134513
           9     2.16846    0.357113    0.405241   0.0252254
           9     2.35702    0.417954     0.35851   0.0291304
           9     2.54558    0.301159    0.318414   0.0234311
           9     2.73415    0.230841    0.216377   0.0248214
           9     2.92271    0.162954    0.184999   0.0184078
           9     3.11127   0.0572806    0.119368   0.0124349
           9     3.29983    0.122369   0.0775471   0.0110161
           9     3.48839   0.0780518   0.0642125   0.0106124
           9     3.67696   0.0194945   0.0525256  0.00744266
           9     3.86552  0.00282352   0.0372731  0.00916252
           9     4.05408           0   0.0210877  0.00444563
           9     4.24264           0   0.0173994   0.0062273
           9      4.4312           0  0.00598531  0.00211169
           9     4.61976           0   0.0026271  0.00105966
           9     4.80833           0  0.00125762 0.000858476
           9     4.99689           0 0.000692921 0.000653292
           9     5.18545           0 0.000190962 0.000180041
           9     5.37401           0           0           0
           9     5.56257           0           0           0
          10   0.0942809  0.00584345  0.00412233  0.00110702
          10    0.282843   0.0619209   0.0575015   0.0108188
          10    0.471405    0.178004    0.153872    0.016155
          10    0.659966    0.259248    0.228491   0.0226951
          10    0.848528     0.26983    0.287228   0.0217804
          10     1.03709     0.41162     0.37814   0.0252597
          10     1.22565    0.425983    0.443309   0.0274212
          10     1.41421    0.406415    0.420576   0.0220715
          10     1.60278    0.484736    0.454466   0.0225087
          10     1.79134    0.594019    0.542911   0.0213533
          10      1.9799    0.545184    0.471296   0.0143951
          10     2.16846    0.383311    0.403048    0.022798
          10     2.35702    0.316013     0.35426   0.0265255
          10     2.54558     0.30025    0.316597   0.0211583
          10     2.73415    0.161652    0.210904   0.0229346
          10     2.92271     0.11574    0.178073   0.0178224
          10     3.11127    0.203981    0.127829   0.0137725
          10     3.29983   0.0605706   0.0758495   0.0100444
          10     3.48839   0.0521737   0.0630086  0.00961917
          10     3.67696   0.0357973   0.0508528  0.00688382
          10     3.86552   0.0242822   0.0359741  0.00833785
          10     4.05408  0.00672734   0.0196517  0.00422665
          10     4.24264           0   0.0156595  0.00584259
          10      4.4312           0  0.00538678  0.00198353
          10     4.61976           0  0.00236439  0.00098572
          10     4.80833           0  0.00113186 0.000781786
          10     4.99689           0 0.000623629 0.000591626
          10     5.18545           0 0.000171866 0.000163047
          10     5.37401           0           0           0
          10     5.56257           0           0           0
          11   0.0942809  0.00486136  0.00418952  0.00100841
          11    0.282843   0.0426228   0.0561489  0.00991948
          11    0.471405    0.138328    0.152459    0.014748
          11    0.659966    0.156644     0.22196   0.0215513
          11    0.848528    0.312109     0.28949   0.0199174
          11     1.03709    0.313705    0.372282   0.0236328
          11     1.22565    0.444741    0.443439   0.0249286
          11     1.41421    0.531582    0.430668   0.0222527
          11     1.60278    0.502193    0.458805   0.0208764
          11     1.79134    0.742806    0.561083     0.02602
          11      1.9799    0.467869    0.470985   0.0130899
          11     2.16846    0.412945    0.403948   0.0207432
          11     2.35702    0.290724    0.348484    0.024735
          11     2.54558    0.360993    0.320633   0.0196159
          11     2.73415    0.126935    0.203271   0.0220835
          11     2.92271    0.124603    0.173212   0.0168521
          11     3.11127    0.116943     0.12684    0.012556
          11     3.29983   0.0836498   0.0765586  0.00915628
          11     3.48839   0.0802861   0.0645793  0.00887201
          11     3.67696   0.0203539   0.0480801  0.00679348
          11     3.86552  0.00866697   0.0334916  0.00794083
          11     4.05408   0.0152715   0.0192535  0.00386112
          11     4.24264   0.0036583   0.0145685  0.00541235
          11      4.4312 0.000810227  0.00497073  0.00184633
          11     4.61976           0  0.00214944 0.000919246
          11     4.80833           0  0.00102897 0.000717454
          11     4.99689           0 0.000566935 0.000540552
          11     5.18545           0 0.000156242 0.000148971
          11     5.37401           0           0           0
          11     5.56257           0           0           0
          12   0.0942809  0.00245523  0.00404499 0.000934679
          12    0.282843   0.0373932   0.0545859  0.00921517
          12    0.471405   0.0655792    0.145219   0.0151925
          12    0.659966    0.234229    0.222982   0.0197796
          12    0.848528    0.279995    0.288698   0.0182734
          12     1.03709    0.360993    0.371342   0.0216822
          12     1.22565    0.388958    0.438899    0.023261
          12     1.41421    0.727903    0.455437   0.0312809
          12     1.60278    0.535437    0.465191   0.0200897
          12     1.79134    0.685182    0.571425   0.0258251
          12      1.9799    0.356303    0.461428   0.0150897
          12     2.16846    0.305627    0.395755   0.0205692
          12     2.35702    0.321684    0.346251   0.0227744
          12     2.54558    0.349821    0.323066   0.0181314
          12     2.73415    0.154238    0.199185   0.0206178
          12     2.92271    0.150236    0.171297   0.0155561
          12     3.11127     0.15112    0.128863   0.0116715
          12     3.29983   0.0786165   0.0767301  0.00839486
          12     3.48839   0.0589256   0.0641082  0.00814517
          12     3.67696   0.0296592   0.0465451  0.00639845
          12     3.86552   0.0178004    0.032184  0.00738597
          12     4.05408  0.00950175   0.0184408  0.00362387
          12     4.24264  0.00164501   0.0134915  0.00506733
          12      4.4312           0   0.0045565  0.00173831
          12     4.61976           0  0.00197032 0.000859916
          12     4.80833           0 0.000943218  0.00066277
          12     4.99689           0 0.000519691 0.000497566
          12     5.18545           0 0.000143222 0.000137124
          12     5.37401           0           0           0
          12     5.56257           0           0           0
          13   0.0942809  0.00785674  0.00433821 0.000907606
          13    0.282843   0.0322617   0.0528687  0.00866484
          13    0.471405    0.124578    0.143631   0.0141066
          13    0.659966    0.252619    0.225262    0.018389
          13    0.848528    0.267915      0.2871   0.0169375
          13     1.03709    0.414983    0.374699   0.0202725
          13     1.22565    0.395489     0.43556   0.0217101
          13     1.41421    0.423135    0.452953   0.0289732
          13     1.60278    0.588102    0.474645   0.0206496
          13     1.79134    0.589084    0.572783   0.0238743
          13      1.9799    0.563869    0.469308   0.0158535
          13     2.16846     0.36141    0.393113   0.0191558
          13     2.35702    0.324508    0.344579   0.0210838
          13     2.54558    0.235923    0.316362   0.0179331
          13     2.73415    0.232191    0.201724   0.0191875
          13     2.92271    0.127967    0.167964   0.0147122
          13     3.11127    0.130152    0.128962   0.0107741
          13     3.29983    0.127279   0.0806185  0.00860262
          13     3.48839   0.0377124   0.0620777  0.00776758
          13     3.67696   0.0145104   0.0440809   0.0063631
          13     3.86552  0.00265165   0.0299123  0.00715866
          13     4.05408   0.0168183    0.018316  0.00334726
          13     4.24264   0.0198137   0.0139778  0.00470082
          13      4.4312   0.0124726  0.00516543  0.00170792
          13     4.61976           0  0.00181876 0.000807015
          13     4.80833           0 0.000870663 0.000615747
          13     4.99689           0 0.000479715 0.000460895
          13     5.18545           0 0.000132205 0.000127018
          13     5.37401           0           0           0
          13     5.56257           0           0           0
          14   0.0942809   0.0107785  0.00479822 0.000952248
          14    0.282843   0.0277932   0.0510776  0.00822896
          14    0.471405    0.115003    0.141586   0.0132464
          14    0.659966    0.221658    0.225004   0.0170773
          14    0.848528    0.272752    0.286075   0.0157587
          14     1.03709     0.48125    0.382309   0.0202027
          14     1.22565     0.50509    0.440526   0.0207196
          14     1.41421    0.435902    0.451735   0.0269293
          14     1.60278    0.557313     0.48055   0.0200011
          14     1.79134    0.461657    0.564845   0.0234514
          14      1.9799     0.45822    0.468516   0.0147409
          14     2.16846    0.463351     0.39813   0.0184329
          14     2.35702    0.407004    0.349038   0.0200438
          14     2.54558    0.194724    0.307674   0.0186384
          14     2.73415    0.173438    0.199703    0.017923
          14     2.92271    0.216527    0.171433   0.0140643
          14     3.11127   0.0744181    0.125066   0.0106858
          14     3.29983    0.153698   0.0858384  0.00943991
          14     3.48839   0.0142894   0.0586643  0.00792736
          14     3.67696  0.00397748   0.0412163  0.00652157
          14     3.86552  0.00535241    0.028158   0.0068589
          14     4.05408           0   0.0170077  0.00335411
          14     4.24264           0   0.0129794  0.00446982
          14      4.4312   0.0491046  0.00830394  0.00341495
          14     4.61976           0  0.00168885 0.000759756
          14     4.80833           0 0.000808473 0.000574897
          14     4.99689           0 0.000445449 0.000429246
          14     5.18545           0 0.000122762 0.000118296
          14     5.37401           0           0           0
          14     5.56257           0           0           0
          15   0.0942809  0.00228337  0.00463057 0.000903403
          15    0.282843    0.069925   0.0523341   0.0077757
          15    0.471405    0.131429    0.140909   0.0123806
          15    0.659966    0.162389     0.22083   0.0164411
          15    0.848528    0.294137    0.286612   0.0147173
          15     1.03709    0.486799    0.389275   0.0200208
          15     1.22565    0.460503    0.441858   0.0193811
          15     1.41421    0.474302    0.453239    0.025176
          15     1.60278    0.594485    0.488146   0.0200582
          15     1.79134    0.462959    0.558053   0.0228505
          15      1.9799    0.429764    0.465933   0.0139827
          15     2.16846    0.482674    0.403766   0.0180452
          15     2.35702    0.352989    0.349301   0.0187093
          15     2.54558    0.318665    0.308407   0.0174102
          15     2.73415    0.259346    0.203679   0.0171635
          15     2.92271    0.115199    0.167684   0.0136172
          15     3.11127   0.0610371    0.120797   0.0107923
          15     3.29983   0.0560284   0.0838511  0.00901735
          15     3.48839   0.0206485   0.0561299  0.00779347
          15     3.67696  0.00807771   0.0390071  0.00645016
          15     3.86552  0.00486136   0.0266049  0.00657513
          15     4.05408  0.00569614   0.0162536  0.00321416
          15     4.24264  0.00073657   0.0121632  0.00424569
          15      4.4312   0.0250188  0.00941827  0.00336418
          15     4.61976   0.0192981   0.0028628  0.00133758
          15     4.80833  0.00405113  0.00102465 0.000575782
          15     4.99689           0 0.000415753 0.000401655
          15     5.18545           0 0.000114577 0.000110692
          15     5.37401           0           0           0
          15     5.56257           0           0           0
          16   0.0942809           0  0.00434116 0.000892094
          16    0.282843   0.0742462   0.0537036  0.00740934
          16    0.471405      0.1892    0.143927    0.011969
          16    0.659966    0.184928    0.218586   0.0155659
          16    0.848528    0.288048    0.286702   0.0137977
          16     1.03709    0.391978    0.389444   0.0187702
          16     1.22565     0.34442    0.435768   0.0191026
          16     1.41421    0.463941    0.453908   0.0236114
          16     1.60278     0.58297    0.494072   0.0196606
          16     1.79134    0.584763    0.559722   0.0214832
          16      1.9799    0.495564    0.467785   0.0132309
          16     2.16846    0.396152     0.40329   0.0169236
          16     2.35702    0.320064    0.347474   0.0176289
          16     2.54558    0.313803    0.308744   0.0163254
          16     2.73415    0.238526    0.205857   0.0162284
          16     2.92271    0.170909    0.167886   0.0127676
          16     3.11127   0.0942318    0.119137   0.0102447
          16     3.29983   0.0486136   0.0816487  0.00871856
          16     3.48839   0.0411988   0.0551967  0.00736204
          16     3.67696   0.0306413   0.0384842  0.00606818
          16     3.86552  0.00164501   0.0250449  0.00634655
          16     4.05408   0.0113923   0.0159498   0.0030276
          16     4.24264   0.0153452   0.0123621  0.00398499
          16      4.4312  0.00360919   0.0090552  0.00317345
          16     4.61976  0.00775853  0.00316878   0.0012885
          16     4.80833  0.00518054  0.00128439 0.000595507
          16     4.99689  0.00233247 0.000535547 0.000394012
          16     5.18545  0.00184142 0.000222505 0.000147273
          16     5.37401           0           0           0
          16     5.56257           0           0           0
          17   0.0942809  0.00540151  0.00440353 0.000841796
          17    0.282843   0.0180214   0.0516046  0.00726471
          17    0.471405   0.0876027    0.140614   0.0117146
          17    0.659966    0.138892    0.213898   0.0153399
          17    0.848528    0.265042    0.285428   0.0130448
          17     1.03709     0.41135    0.390733   0.0177102
          17     1.22565     0.53497    0.441604   0.0188492
          17     1.41421    0.615085    0.463389   0.0240508
          17     1.60278    0.555864    0.497707   0.0188371
          17     1.79134    0.591073    0.561566   0.0202985
          17      1.9799    0.562764    0.473372   0.0135811
          17     2.16846    0.407004    0.403509   0.0159295
          17     2.35702    0.294701    0.344369    0.016863
          17     2.54558     0.21606    0.303292   0.0162499
          17     2.73415    0.178004    0.204219   0.0153563
          17     2.92271    0.146405    0.166622   0.0120789
          17     3.11127   0.0720611    0.116368   0.0100094
          17     3.29983   0.0178741   0.0778973  0.00897659
          17     3.48839   0.0542852   0.0551431  0.00692917
          17     3.67696   0.0670524   0.0401647  0.00593936
          17     3.86552   0.0147559   0.0244397  0.00600201
          17     4.05408   0.0110976   0.0156644  0.00286293
          17     4.24264  0.00915801   0.0121736  0.00375503
          17      4.4312  0.00579435  0.00886339  0.00299257
          17     4.61976   0.0155416   0.0038966  0.00140329
          17     4.80833  0.00503323  0.00150491 0.000599919
          17     4.99689 0.000761122 0.000548817 0.000371058
          17     5.18545  0.00110485 0.000274408 0.000147473
          17     5.37401 0.000540151 3.17736e-05 3.08249e-05
          17     5.56257           0           0           0
          18   0.0942809           0  0.00415889 0.000829816
          18    0.282843   0.0310587   0.0504632  0.00695021
          18    0.471405   0.0610371    0.136193   0.0118687
          18    0.659966    0.118219    0.208583   0.0153811
          18    0.848528    0.343094    0.288632   0.0127074
          18     1.03709    0.319033    0.386749   0.0171685
          18     1.22565    0.600943    0.450456   0.0197716
          18     1.41421    0.671064    0.474926   0.0253312
          18     1.60278    0.684028    0.508058   0.0204377
          18     1.79134    0.546265    0.560716   0.0191886
          18      1.9799    0.421195    0.470473   0.0131323
          18     2.16846    0.364209    0.401325   0.0151934
          18     2.35702    0.269634    0.340217   0.0164294
          18     2.54558    0.190821    0.297044   0.0165048
          18     2.73415    0.152224     0.20133   0.0147723
          18     2.92271    0.151611    0.165788   0.0114366
          18     3.11127    0.102359     0.11559   0.0094835
          18     3.29983   0.0826431   0.0781609  0.00848176
          18     3.48839   0.0452008   0.0545907   0.0065662
          18     3.67696   0.0640079   0.0414893  0.00575521
          18     3.86552   0.0225145   0.0243327  0.00566952
          18     4.05408   0.0106557   0.0153861  0.00271737
          18     4.24264  0.00238157   0.0116296  0.00358561
          18      4.4312           0  0.00837098  0.00286654
          18     4.61976   0.0150751  0.00451763  0.00145628
          18     4.80833   0.0277932  0.00296537  0.00152823
          18     4.99689  0.00623629 0.000864787 0.000465942
          18     5.18545           0 0.000259163 0.000140066
          18     5.37401           0 3.00084e-05 2.91629e-05
          18     5.56257           0           0           0
          19   0.0942809  0.00230792  0.00406147  0.00079184
          19    0.282843   0.0522719   0.0505584  0.00658506
          19    0.471405    0.101082    0.134345    0.011387
          19    0.659966    0.225881    0.209493   0.0145985
          19    0.848528    0.309335    0.289721   0.0120852
          19     1.03709    0.580613    0.396953   0.0190571
          19     1.22565    0.581546    0.457355   0.0198985
          19     1.41421    0.434011    0.472773   0.0240894
          19     1.60278    0.470815    0.506098   0.0194558
          19     1.79134    0.486185    0.556794   0.0185753
          19      1.9799    0.331555    0.463161   0.0143327
          19     2.16846    0.256523    0.393704   0.0161928
          19     2.35702    0.353971    0.340941   0.0155806
          19     2.54558    0.254829    0.294822    0.015785
          19     2.73415    0.240023    0.203367   0.0141345
          19     2.92271    0.214317    0.168342   0.0111163
          19     3.11127    0.119791    0.115811  0.00898695
          19     3.29983    0.141741   0.0815072  0.00867036
          19     3.48839   0.0666841   0.0552272  0.00625138
          19     3.67696   0.0282352   0.0407917  0.00549442
          19     3.86552   0.0171375    0.023954  0.00538376
          19     4.05408  0.00739025   0.0149653  0.00260673
          19     4.24264 0.000147314   0.0110253  0.00344745
          19      4.4312 0.000147314  0.00793815  0.00274815
          19     4.61976 0.000196419  0.00429019  0.00139728
          19     4.80833   0.0257554  0.00416485  0.00185987
          19     4.99689 0.000810227 0.000861916 0.000441427
          19     5.18545           0 0.000245523 0.000133356
          19     5.37401           0  2.8429e-05 2.76708e-05
          19     5.56257           0           0           0
          20   0.0942809 0.000294628  0.00387313 0.000774323
          20    0.282843   0.0209186   0.0490764  0.00642041
          20    0.471405   0.0741971    0.131338   0.0112077
          20    0.659966    0.218368    0.209937   0.0138753
          20    0.848528    0.385496     0.29451   0.0123934
          20     1.03709    0.428413    0.398526   0.0181691
          20     1.22565     0.50455    0.459715   0.0190429
          20     1.41421    0.427137    0.470491   0.0229927
          20     1.60278    0.551101    0.508348   0.0186127
          20     1.79134    0.588003    0.558354   0.0177119
          20      1.9799    0.471233    0.463565   0.0136217
          20     2.16846    0.241693    0.386104    0.017074
          20     2.35702    0.339632    0.340876   0.0148017
          20     2.54558    0.286403    0.294401   0.0150013
          20     2.73415    0.206583    0.203528   0.0134287
          20     2.92271    0.140145    0.166932   0.0106495
          20     3.11127    0.104667    0.115253  0.00855486
          20     3.29983    0.104986   0.0826812  0.00831594
          20     3.48839   0.0989704   0.0574144  0.00630983
          20     3.67696   0.0503568     0.04127  0.00524047
          20     3.86552   0.0357236   0.0245425  0.00514663
          20     4.05408   0.0244296   0.0154385  0.00251898
