#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.630972   -0.630972           0
           2    -0.62736   -0.629166  0.00127703
           3   -0.631904   -0.630079  0.00113142
           4   -0.631592   -0.630457 0.000909625
           5   -0.628636   -0.630093 0.000797283
           6      -0.629   -0.629911  0.00068489
           7   -0.631128   -0.630085 0.000608727
           8    -0.62876   -0.629919 0.000554697
           9   -0.627952     -0.6297 0.000534388
          10    -0.63062   -0.629792 0.000488797
          11   -0.629192   -0.629738 0.000447398
          12   -0.629248   -0.629697 0.000411973
          13   -0.630012   -0.629721 0.000380994
          14   -0.626788   -0.629512 0.000407336
          15   -0.629236   -0.629493 0.000380594
          16     -0.6291   -0.629469   0.0003576
          17   -0.628808    -0.62943 0.000338671
          18   -0.630032   -0.629463 0.000321503
          19    -0.62868   -0.629422 0.000307214
          20   -0.627596   -0.629331  0.00030512
