#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1      10.214      10.214           0
           2     10.4296     10.3218    0.076245
           3     10.4853     10.3763   0.0675519
           4     9.60007     10.1822    0.175525
           5     10.7453     10.2948    0.172814
           6     10.3554     10.3049    0.144306
           7     10.0201     10.2642      0.1293
           8     10.8452     10.3369    0.131965
           9     10.7105     10.3784    0.123661
          10     9.93056     10.3336    0.119128
          11     10.6079     10.3585    0.110877
          12     10.4823     10.3689    0.102116
          13     10.6885     10.3934   0.0971766
          14     10.2966     10.3865   0.0904813
          15     9.58396      10.333   0.0990127
          16     9.81049     10.3004   0.0980625
          17     10.2996     10.3003   0.0922941
          18     10.4185     10.3069   0.0873999
          19     10.8426     10.3351   0.0872298
          20     11.2965     10.3831   0.0951963
