#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.804248   -0.804248           0
           2   -0.803256   -0.803752 0.000350725
           3    -0.80562   -0.804375 0.000559595
           4   -0.805016   -0.804535 0.000442069
           5   -0.803568   -0.804342 0.000393694
           6   -0.805972   -0.804613   0.0004113
           7    -0.80522     -0.8047 0.000361559
           8   -0.803868   -0.804596 0.000330983
           9   -0.803856   -0.804514 0.000304249
          10   -0.806416   -0.804704 0.000327941
          11    -0.80184   -0.804444 0.000387953
          12   -0.807216   -0.804675 0.000418802
          13   -0.808068   -0.804936 0.000460806
          14   -0.803036     -0.8048 0.000447424
          15   -0.804592   -0.804786 0.000417811
          16   -0.804804   -0.804787 0.000391699
          17   -0.803784   -0.804728 0.000373077
          18   -0.803132    -0.80464 0.000362737
          19    -0.80694   -0.804761 0.000363291
          20    -0.80488   -0.804767 0.000345175
